Cognate_ID,Anonimo,Apuri,Apurimac,Arma,Atalla,Ayacucho,Azuay,Bobonaza,Cacra-Hongos,Chachapoyas,Chacpar,Chetilla,Chipaya,Curva,Cuzco,CuzquenoAntiguo,Huallaga,Huanca,Huancane,Huangascar,HuarazHuailas,Imbabura,Inkawasi,Iruhito,Jaqaru,Jauja,Kawki,Lamas,Laraos,Lincha-Tana,Maragua,Napo,Pacaraos,Pastaza,Pocona,Puki,Puno,Putumayo,Raimondi,SanPedro,Santiagueno,SantoTomas,Serena,Sullkatiti,Taquile,Tarma,Troje,Tsimu,Wari,Yanac
217_89_tree,,q e ɾ u,,,,,,,q !e/i l u,,,q i r u,,,,,q i r u,,,q e ɾ u,q e ɾ u,,χ i r u,,,,,,,q e ɾ u,,,χ e ɾ u,,,,,,q e ɾ u,q e ɾ u,,,,,,χ e ɾ u,,,q e ɾ u,
218_4_four,t a w a,t a w a,t a w a,t a w a,t a w a,t a w a,,,t a w a,,,,,t a w a,t a w a,t a w a,,t a w a,,t a w a,,,,,,t a w a,,,t a w a,t a w a,t a w a,,,,t a w a,,t a w a,,,t a w a,t aː,t a w a,,,t a w a,,,,,
219_4_four,,,,,,,tʃ u s k u,tʃ u s k u,,tʃ u s k u,tʃ u s k u,ʈʂ u s k u,,,,,tʃ u s k u,ʈʂ u s k u,,,tʃ u s k u,tʃ u s k u,,,,ʈʂ u s k u,,tʃ u s k u,,,,tʃ u s k u,ʈʂ u s k u,tʃ u s k u,,,,tʃ u s k u,tʃ u s k u,,,,tʃ u s k u,,,ʈʂ u s g u,tʃ u s k u,,tʃ u s k u,ʈʂ u s k u
220_4_four,,,,,,,,,,,,,p a q p i k,,,,,,,,,,,p a χ p iː k,,,,,,,,,,,,,,,,,,,,,,,,,,
221_4_four,,,,,,,,,,,,,,,,,,,p u s i,,,,,,p u ʃ i,,p u ʃ i,,,,,,,,,p u s i,,,,,,,,p u s i,,,,p u χ,,
222_89_tree,,,,,,,,,,,,,,,,,,,q u q a,,,,,,,,,,,,,,,,,q u q a,,,,,,,,q u q a,,,,,,
224_82_cloud,,,,,,,,,,,,,,,,,,,,,,,,,u r p i,,u r p i,,,,,,,,,,,,,,,,,,,,,,,
227_48_fox,a t ɔ k,a t o q,a t o q,a t u χ,a t u χ,a t o χ,,,a t o q,a t u k,a t u q,a t o q,,a t u χ,a t u χ,a t u k,a t u χ,a t u ʔ,,a t o q,a t o q,,,,,a t u ʔ,,a t u k,a t u χ,a t o q,a t u χ,,a tʃ o χ,,a t u χ,,a t u χ,,a t o q,a t o q,a t o χ,a t o k,,,a t u χ,a t o χ,a t u x,,a t o q,a t u q
228_48_fox,,,,,,,,,,,,,,,,,,,q a m a q i,,,,,,,,,,,,,,,,,q a m a q i,,,,,,,,q a m a q i,,,,,,
229_48_fox,,,,,,,a ɲ a s,,,,,,,,,,,,,,,a ɲ a s,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22_47_dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a n u,,,,,,,,a n u,,,,,,
231_79_sand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tʃʼ a ʎ a,,,,,,,,tʃʼ a ʎ a,,,,,,
235_112_full,h a n t a,h u n t a,h u n t a,h u n t a,h u n t a,h u n t a,h u n d a,h u n d a,h u n t a,x u n d a,h u n t a,u n d a,,h u n tʼ a,h u n tʼ a,h u n t a + s k a,h u n t a,h u n t a,,h u n t a,h u n t ai,x u n d a,u n d a,,,h u n t a,,x u n d a,h u n t a,h u n t a,h u n tʼ a,h u n d a,x u n t a,u n d a,h u n tʼ a,,h u n tʼ a,x u n d a,h u n t ai,h u n t a,u n t a,,u n d a + k t a,,h u n tʼ a,χ o n t a,h u n d a,,h u n t ai,u n t a
238_112_full,,,,,,,,,,,,,,,,,,,pʰ u qʰ a,,,,,,pʰ u q a,,pʰ u qʰ a,,,,,,,,,pʰ u qʰ a,,,,,,,,pʰ u qʰ a,,,,,,
240_121_happybe,,,,,,,,,,,,,,,,,,,k u s i,,,,,,k u ʃ u,,k u ʃ u,,,,,,,,,k u s i,,,,,,,,k u s i,,,,,,
241_143_thinkoveraboutto,,,,,,,,,,,,,,,,,,j ai n i + tʃ a + k u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243_145_laughto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a k u + s i + n i,,,,ai k u,,,,
245_147_giveto,k ɔ + n i,q o,q o,χ u,χ u,χ o,k u + n a,k u + n a,q o,k u,ɢ u,q u,,q u,q u,χ u + n i,q u,ʔ u,,q o,,k u + n a,q u,,,ʔ u,,k u,q u,q o,q u,k u + n a,χ o,k u + n a,ɢ u,,q u,k ua,,q o,q o,k o,k u,,q u,χ o,k u,,,q u
247_147_giveto,,,,,,,,,,,,,,,,,,,tʃ u r a,,,,,,,,,,,,,,,,,tʃ u r a,,,,,,,,tʃ u r a,,,,,,
248_126_standto,,,,,,,,,,,,,,,,,,,,,,,,,,,s a j a,,,,,,,,,s a j a,,,,,,,,s a j a,,,,,,
252_147_giveto,,,,,,,,,,,,,,,,,,,,,,,,,j a k a,,j a k a,,,,,,,,,,,,,,,,,,,,,,,
254_123_goto,r i + n i,ɾ i,r i,ɾ i,r i,ɾ i,ɾ i + n a,r i + n a,l i,r i,,r i,,r i,r i,r i,,l i,,ɾ i,,ɾ i + n a,r i,,,,,r i,r i,l i,r i,r i + n a,ɾ i,ɾ i + n a,r i,,r i,r i,,ɾ i,ɾ iː,r i + n i,r i,,r i,,r i,,,
256_123_goto,,,,,,,,,,,,,,,,,,,,,,,,,m a x a,,m a x a,,,,,,,,,,,,,,,,,,,,,,,
257_148_sewto,,,,,,,,,,,,,,,,,,,tʃʼ u k u,,,,,,tsʼ u k u,,ʈʂʼ u k u,,,,,,,,,tʃʼ u k u,,,,,,tʃ u k + t a + n i,,tʃʼ u k u,,,,,,
258_74_mountain,,,,,,,,,,,,,,,,,,,q u ʎ u,,,,,,,,,,,,,,,,,q u ʎ u,,,,,,,,q u ʎ u,,,,,,
259_149_hitto,,m a q a,,,,,,,m a q a,m a k a,,m a q a,,,,,m a q a,m a ʔ a,,m a q a,m a q a,,,,,m a ʔ a,,m a k a,m a q a,m a q a,,,m a ʁ a,,,,,m a k a,m a q a,m a q a,m a x a,,,,,m a χ a,,,m a q a,
260_150_pushto,,,,,,,,,,,,,,,,,,,n u kʰ u,,,,,,,,,,,,,,,,,,,,,,,,,n u kʰ u,,,,,,
262_150_pushto,,,,,,,,,,,,,,,,,,,,,,,,,tʃ i m a,,tʃ i m a,,,,,,,,,,,,,,,,,,,,,,,
263_80_gold,k ɔ r i,,q o r i,χ u ɾ i,χ u r i,χ o ɾ i,k u ɾ i,k u r i,,k u r i,q u r i,q u r i,,q u r i,q u r i,k u r i,q u r i,h u l i,,,q o ɾ i,k u ɾ i,,,,q u r i,,k u r i,,,q u r i,k u r i,,k u r i,ɢ u r i,,q u r i,k u r i,q o ɾ i,,q o ɾ i,k o r i,k u r i,,q u r i,,k u r i,,q o ɾ i,q u r i
264_80_gold,,,,,,,,,,,,,,,,,,,,,,,,g iː s h a,,,,,,,,,,,,,,,,,,,,,,,,g iː s n a,,
265_16_not,,,,,,,,,,,,,,,,,,,h a n i,,,,,,,,,,,,,,,,,h a n i,,,,,,,,h a n i,,,,,,
268_18_who,,,,,,,,,,,,,,,,,,,kʰ i t i,,,,,,,,,,,,,,,,,kʰ i t i,,,,,,,,kʰ i t i,,,,,,
269_19_this,,,,,,,,,,,,,,,,,,,ai k a,,,,,,a k a,,a k a,,,,,,,,,a k a,,,,,,,,a k a,,,,,,
26_111_many,,,,,,,,,,,,,,,,,,,,,,,,,a ʈʂ h i,,a ʈʂ i,,,,,,,,,,,,,,,,,,,,,,,
270_2_two,,,,,,,,,,,,,p i z k,,,,,,,,,,,p iː ʃ k,,,,,,,,,,,,,,,,,,,,,,,,,,
271_93_grass,,,q o r a,χ u ɾ a,χ u r a,χ o ɾ a,,,,,q u r a,,,q u r a,q u r a,,,q u l a,,,,,,,,q u l a,,,,,q u r a,,,,,,q u r a,,,,,,,,q u r a,,,,,q u r a
275_93_grass,,,,,,,,,,w ai dʑ a,,,,,,,,,,,,,,,,,,w ai dʑ a,,,,,,,,,,,,,,,,,,,,,,
276_22_face,,,,,,,,,,,,,j u k,,,,,,,,,,,j uː kʰ,,,,,,,,,,,,,,,,,,,,,,,,j uː k i,,
279_50_bird,p i s k ɔ,p i ʃ q o,p i s q o,p i s χ u,,p i s χ o,p i ʃ k u,p i ʃ k u,p i ʃ q o,p i ʃ k u,,p i ʃ ʁ u,,pʼ i s q u,,p i s k u,p i ʃ q u,p i ʃ ʔ u,,p i ʃ q o,p i ʃ q u,p i ʃ k u,,,,p i ʃ ʔ u,,p i ʃ k u,p i ʃ q u,p i ʃ q o,pʼ i s q u,p i ʃ k u,p i ʃ χ o,p i ʃ k u,pʼ i s ʁ u,,pʼ i s q u,p i s k u,p i ʃ q u,p i ʃ q o,p i ʃ q o,p i s k o,p i ʃ k u,,pʼ i s q u,p i ʃ χ o,p i ʃ k u,,p i ʃ q u,p i ʃ q u
280_50_bird,p i tʃ i n,,p i tʃ i n k o,,,,,,,,,,,,p i tʃ i n k u,p i tʃ i u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282_100_green,,,q o m i r,,,χ u m i !r̝/r,,,,,,,,qʼ u m i r,qʼ u m i r,,,,,,,,,,,,,,,,qʼ u m i r,,,,qʼ u m i r,,qʼ u m i r,,,,q o m e ɾ,,,,qʼ u m i r,,,,,
283_50_bird,,,,,,,,,,,,,,,,,,,h a m a tʃʼ i,,,,,,,,,,,,,,,,,h a m a tʃʼ i,,,,,,,,h a m a tʃʼ i,,,,,,
287_56_wing,,,,,,,,,,,,,,,,,k a p a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287_91_branch,,,,,,,,,,,,,,,,k a r p a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288_50_bird,,,,,,,,,,,,,,,,,,,,,,,,,tʃʼ i p i,,tʃʼ i p i,,,,,,,,,,,,,,,,,,,,,,,
289_24_hair,tʃ u k tʃ a,tʃ u k tʃ a,tʃ u k tʃ a,tʃ u k tʃ a,tʃ u k tʃ a,tʃ u k tʃ a,,,,tʃ u x tʃ a,,,,tʃ u x tʃ a,tʃ u x tʃ a,tʃ u k tʃ a,,,,tʃ u k tʃ a,,,,,,,,tʃ u k tʃ a,,,tʃ u x tʃ a,,,tʃ u k tʃ a,tʃ u x tʃ a,,tʃ u x tʃ a,,,,tʃ u x tʃ a,tʃ u k tʃ a,,,tʃ u x tʃ a,,,,,
290_24_hair,a k tʃ a,a q tʃ a,,,,,a g tʃ a,a k tʃ a,a q tʃ a,,a q ts a,a χ tʃ a,,,,,a χ tʃ a,a ʔ tʃ a,,a q tʃ a,a q ts a,a k tʃ a,a χ tʃ a,,,a ʔ tʃ a,,,a χ tʃ a,a q tʃ a,,a k tʃ a,a χ s a,,,,,a x tʃ a,a q ts a,a q tʃ a,,j a k tʃ a,a k tʃ a,,,a χ tʃ a,a x tʃ a,,a q ts a,a q ts a
293_24_hair,,,,,,,,,,,,,,,,,,,ɲ i kʼ u t a,,,,,,n u kʼ u t a,,n u kʼ u ʈʂ a,,,,,,,,,ɲ a kʼ u t a,,,,,,,,ɲ i kʼ u t a,,,,,,
294_25_eye,,,,,,,,,,,,,,,,,,,n ai r a,,,,,,n ai r a,,n ai r a,,,,,,,,,n ai r a,,,,,,,,n ai r a,,,,,,
295_26_nose,,,,,,,,,,,,,,,,,,,n a s a,,,,,,n a s a,,n a s a,,,,,,,,,n a s a,,,,,,,,n a s a,,,,,,
298_32_hand,m a k i,m a k i,m a k i,m a k i,m a k i,m a k i,m a k i,m a k i,m a k i,m a k i,m a k i,m a k i,,m a k i,m a k i,m a χ i,m a k i,m a k i,,m a k i,m a k i,m a k i,m a k i,,,m a k i,,m a k i,m a k i,m a k i,m a k i,m a k i,m a k i,m a k i,m a k i,,m a k i,m a x i,m a k i,m a k i,m a x i,m a k i,m a k i,,m a k i,m a g i,m a k i,,m a k i,m a k i
299_33_elbow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m a k i + m u q u,,,,m a k i + m u ʁ u,,,,,,,,m a k i + m u k u,,,,,,,
2_77_ash,u tʃ p a,u ʈ p a,u s p a,u tʃ p a,u tʃ p a,u tʃ p a,u tʃ u p a,u ʃ p a,u ʈ p a,u ʈʂ p a,u tʃ p a,u ʂ p a,,u tʃ pʰ a,u s pʰ a,u tʃ p a,u tʃ p a,u ʈʂ p a,,u ʈ p a,u tʃ p a,u tʃ u f a,u ʈʂ p a,,,u ʈʂ p a,,u tʃ p a,u ʈʂ p a,u ʈ p a,u ʃ pʰ a,u ʃ p a,u ʈʂ p a,u tʃ p a,u ʃ pʰ a,,u s pʰ a,u tʃ p a,u tʃ p a,u ʈ p a,u ʃ p a,u χ p a,u ʃ p a,,u ʃ pʰ a,u tʃ p a,u ʃ p a,,u tʃ p a,u tʃ p a
300_32_hand,,,,,,,,,,,,,qʰ a r a,,,,,,,,,,,kʼ aː r a,,,,,,,,,,,,,,,,,,,,,,,,kʼ aː r a,,
301_32_hand,,,,,,,,,,,,,,,,,,,a m p a r a,,,,,,a m p a r a,,a m p a r a,,,,,,,,,a m p a r a,,,,,,,,a m p a r a,,,,,,
302_132_drinkto,,,,,,,,u p i + n a,,,,,,,,,,,,,,,,,,,,,,,,u p i + n a,,,,,,,,,,,u p i,,,,,,,
304_134_suckto,,,,,,,,,,,,,,,,,,,,,,,,,ʃ u qʼ u,,ʃ u qʼ u,,,,,,,,,,,,,,,,,,,,,,,
305_136_spitto,,,,,,,,,,,,,,,,,,,tʰ u s a,,,,,,tʰ u s u,,tʃ u s a,,,,,,,,,tʰ u s a,,,,,,,,tʰ u s a,,,,,,
306_121_happybe,k u !s̺/s i,k u ʃ i,k u s a,k u s i,k u s i,k u s i,k u ʃ i + u g,k u ʃ i,k u ʃ i,k u ʃ i,k u ʃ i,k u ʃ i,,k u s i,k u s i,k u s i,k u ʃ i,k u ʃ i + ʎ a,,k u ʃ i,k u ʃ i,k u ʃ i + ʎ a,k u ʃ i,,,k u ʃ i + ʎ a,,k u ʃ i,k u ʃ i,k u ʃ i,k u s i,k u ʃ i,k u ʃ i + k u,k u ʃ i,k u s i,,k u s i,,k u ʃ i,k u ʃ i,k u s i,k u s i + k u q,k u ʃ i,,k u s i,k u ʃ i,k u ʃ i,,k u ʃ i,k u ʃ i
30_132_drinkto,u p j a + n i,u p j a,u p j a,u p j a,u p j a,u p j a,u p j a + n a,,u p j a,u p j a,,u p j a,,u p j a,u x j a,u p i j a + n i,,u p j a,,u p j a,u p j a,u f j a + n a,u p j a,,,u p j a,,u p j a,u p j a,u p j a,u x j a,,u p j a,u p j a + n a,u x j a,,u x a,u p j a,u p j a,u p j a,u p j a,u p j a + n i,,,u p j a,u p j a,u b j a,,u p j a,u p j a
311_88_seed,,,m u h u,,,m u j a,m u j u,m u j u,,,,,,,,,,,,,,m u j u,,,,,,,,,,m u j u,,m u j u,,,,m u j u,,,,,m u j u,,,,m u j u,,,
312_103_highup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,u m a
312_143_thinkoveraboutto,,,,,,,,,,,,,,,,,,u m a + tʃ a + k u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312_21_head,u m a,u m a,u m a,u m a,u m a,u m a,u m a,u m a,u m a,u m a,u m a,u m a,,u m a,u m a,u m a,u m a,u m a,,u m a,u m a,u m a,u m a,,,u m a,,u m a,u m a,u m a,u m a,u m a,u m a,u m a,u m a,,u m a,u m a,u m a,u m a,u m a,h u m a,u m a,,u m a,u m a,u m a,,u m a,u m a
313_142_knowto,,,,,,,,,,,,,,,,,,,j a t i,,,,,,j a t j i,,j a t j i,,,,,,,,,j a t i,,,,,,,,j a t i,,,,,,
314_21_head,,,,,,,,,,,,,a tʃ a,,,,,,,,,,,aː tʃ a,,,p a ʈʂ h a,,,,,,,,,,,,,,,,,,,,,,,
315_21_head,,,,,,,,,,,,,,,,,,,pʼ i q i,,,,,,,,,,,,,,,,,pʼ i q i,,,,,,,,pʼ i q i,,,,,,
317_146_cryto,,,,,,,,,,,,,,,,,,,h a tʃ a,,,,,,h a ts a,,h a ʈʂ a,,,,,,,,,χ a tʃ a,,,,,,,,h a tʃ a,,,,,,
318_17_what,,,,,,,,,,,,,,,,,,,,,,,,,q u s a,,q u s i,,,,,,,,,,,,,,,,,,,,,,,
319_58_manswadultmale,,,,,,,,,,,,,,,,,,,,,,,,,k a r m a,,k a r m a,,,,,,,,,,,,,,,,,,,,,,,
321_23_forehead,,,,,,,,,,,,,,,,,,,p a r a,,,,,,,,,,,,,,,,,p a r a,,,,,,,,p a r a,,,,,,
322_141_hearto,u j a + r i + n i,u j a,,,u j a + r i,u j a + ɾ i,u j a + n a,u j a + n a,u j a,,,u j a,,u j a + ɾ i,u j a + ɾ i,u j a + r i + n i,,u j a + l i,,u j a,,u j a + n a,u j a,,,u j a,,u j a + r i,u j a,u j a,u j a + ɾ i,u j a + n a,u j a,u j a + n a,u j a + ɾ i,,u j a + ɾ i,u j a,,u j a,u j a + ɾ iː,o j a,u j a,,u j a + ɾ i,u j a,u j a,,,
325_141_hearto,,,,,,,,,,,,,,,,,,,i s + tʼ a,,,,,,i ʃ a + p a,,i ʃ p a,,,,,,,,,i s tʼ a,,,,,,,,i s tʼ a,,,,,,
326_50_bird,,,,,,,,,,,,,,,,,,,,,,,,pʰ tʃ iː n tʃ a,,,,,,,,,,,,,,,,,,,,,,,,tʃ iː n tʃ a,,
327_88_seed,m u r u,,,m u ɾ u,,m u ɾ u,,,,m u r u,m u r u,m u r u,,,,,m u r u,,,,m u ɾ u,,,,,,,m u r u,,,,,m u ɾ u,,,,,,m u ɾ u,,,,,,,m u ɾ u,,m uː χ o,m u ɾ u,m u r u
328_128_swimto,,,,,s a m b u + ʎ a,,,,,,,,,s a m b u + ʎ a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329_88_seed,,,,,,,,,,,,,,,,,,,,,,,,n oː n i,,,,,m u n i,,,,,,,,,,,,,m o n i,,,,,,,,
32_105_youngfemale,,,,,,,,,,,,,,,,,,,,,,,,,s i p a + s a,,s i p a + s a,,,,,,,,,,,,,,,,,,,,,,,
330_87_fatgrease,w i s i s i s i,,,,,,,,,,,,,,,w i s i s i s i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331_46_heart,!s̺/s ɔ n k ɔ,,s o n q o,s u ŋ χ u,s u n ɢ u,s o ŋ χ o,ʃ u n g u,ʃ u n g u,ʃ o ŋ q u,ʃ u n g u,ʃ u n ʁ u,ʃ o n q o,,s u n q u,s u n q u,s u n k u,ʃ u n q u,ʂ u n ʔ u,,ʃ o ŋ q u,ʃ o ɲ q u,ʃ u n g u,,,,ʂ u n ʔ u,,ʃ u n g u,s u n q u,ʃ o ŋ q u,s u n q u,ʃ u n g u,ʃ u ɴ χ u,,s u n ʁ u,,s u n q u,s u n g u,ʃ o ɲ q u,ʃ o ŋ q u,s o ŋ q o,s o n q o,ʃ u n g u,,s u n q u,ʃ o ŋ χ u,ʃ u n g u,,ʃ o ɲ q u,ʃ u n q u
332_93_grass,k a tʃ u,,,,,,,,,,,,,,,k a tʃʰ u,,,,,,,,,,,,,,,,,,,,,,,,,,k a tʃ a,,,,,,,,
333_46_heart,,,,,,,,,,,,,t u z i,,,,,,,,,,,t u s i,,,,,,,,,,,,,,,,,,,,,,,,tʃ u r s h i,,
334_46_heart,,,,,,,,,,,,,,,,,,,ʎ u q u,,,,,,,,,,,,,,,,,ʎ u q u,,,,,,,,ʎ u q u,,,,,,
335_72_water,,,,,,,,,,,,,,,,,,,u m a,,,,,,u m a,,u m a,,,,,,,,,u m a,,,,,,,,u m a,,,,,,
337_72_water,j a k u,j a k u,j a k u,j a k u,j a k u,j a k u,j a k u,j a k u,j a k u,j a k u,j a k u,j a k u,,,,j a k u,j a k u,j a k u,,j a k u,j a k u,j a k u,j a k u,,,j a k u,,j a k u,j a k u,j a k u,j a k u,j a k u,j a k u,j a k u,j a k u,,,j a k u,j a k u,j a k u,j a x u,j a k o,j a k u,,,j a g u,j a k u,,j a k u,j a k u
337_73_river,,,,,,,,j a k u,,,,,,,,,,,,,,,,,,,,,,,,j a k u,,j a k u,,,,j a k u,,,,,j a k u,,,,,,,
339_143_thinkoveraboutto,,,,,,,,,,,,,,,,,,,,,,,,,j u j a,,j u j a,,,,,,,,,,,,,,,,,,,,,,,
33_132_drinkto,,,,,,,,,,,,,,,,,,,u m a,,,,,,u m a,,u m a,,,,,,,,,u m a,,,,,,,,u m a,,,,,,
340_144_speakto,,,,,,,,,,,,,,,,,,,p a l a,,,,,,,,,,,,,,,,,p a r l a,,,,,,,,p a r l a,,,,,,
341_114_heavy,ʎ a k a k,ʎ a s a,ʎ a s a,ʎ a s a χ,ʎ a s a,ʎ a s a χ,ʎ a ʃ a g,ʎ a ʃ a,ʎ a s a,dʑ a ç a,l a s a,ʎ a ʃ a,,ʎ a s a,ʎ a s a,ʎ a s a k,l a s a,ʎ a s a ʔ,,ʎ a s a,l a s a q,ʎ a ʃ a x,ʒ a ʃ a,,,ʎ a s a ʔ,,dʑ a ç a,ʎ a s a,ʎ a s a,ʎ a s a,ʎ a ʃ a,l a s a,ʎ a ʃ a,ʎ a s a,,ʎ a s a,ʎ a s a,l a s a q,ʎ a s a,l a s a χ,ʎ a s a + j a + n i,ʎ a ʃ a,,ʎ a s a,l a s a,ʒ a ʃ a,,l a s a q,l a s a
342_114_heavy,,,,,,,,,,,,,,,,,,,h a tʰ i,,,,,,,,,,,,,,,,,h a tʰ i,,,,,,,,h a tʰ i,,,,,,
345_15_thouyousg,,,,,,,,,,,,,a m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aː m a,,
34_129_flyto,,,,,,,,,,,,p a r i,,,,,p aː r i,p aː l i,,,p aː r i,,p a r i,,,p aː l i,,,,,,,p aː ɾ i,,,,,,p aː r i,,,,,,,p aː ɾ i,,,p aː r i,
350_130_hideto,p a k a + n i,p a k a,p a k a,p a k a,p a k a,p a k a,p a k a + n a,p a k a + n a,p a k a,p a k a,p a k a,p a k a,,p a k a,p a k a,p a k a + n i,p a k a,p a k a,,p a k a,p a k aː,p a k a + n a,p a k a,,,p a k a,,p a k a,p a k a,p a k a,p a k a,p a k a + n a,p a k a,p a k a + n a,p a k a,,p a k a,p a k a + k u + tʃ i,p a k aː,p a k a,p a x a,p a k a + tʃ i,p a k a,,p a k a,p a g a,p a k a,,p a k aː,p a k a
352_130_hideto,,,,,,,,,,,,,,,,,,,i m a + n t a,,,,,,,,,,,,,,,,,i m a + n t a,,,,,,,,i m a + n t a,,,,,,
356_23_forehead,,,,,,,,,,,,,,,,,,,,,,,,,p a x ʈʂ h a,,p a x ʈʂ h a,,,,,,,,,,,,,,,,,,,,,,,
358_28_mouth,,,,,,,,,,,,,,,,,,,,,,,,,,,s i m i,,,,,,,,,,,,,,,,,,,,,,,
358_29_lip,,,,,,,,,,,,,,,,,,,,,,,,,ʃ i m i,,ʃ i p i + m p i,,,,,,,,,,,,,,,,,,,,,,,
359_3_three,,,,,,,,,,,,,,,,,,,k i m s a,,,,,,k i m s a,,k i m s a,,,,,,,,,k i n s a,,,,,,,,k i m s a,,,,,,
35_106_youngmale,,,,,,,,,,,,,,,,,,,w ai n a,,,,,,,,,,,,,,,,,w ai n a,,,,,,,,w ai n a,,,,,,
360_103_highup,h a n a k,h a n ai,,h a n ai,h a n a χ,h a n a χ,,,h a n ai,a n a x,h a n a,a n a χ,,h a n a χ,,h a n a k,h a n a,χ a n a,,h a n ai,x a ɲ a,,a n a χ,,,s a n a,,a n a k,h a n ai,h a n ai,,,x a n a,,,,,,x a ɲ a,h a n ai,a n a χ,h a n a n k,a n a k,,h a n a χ,χ a n a,h a n a x,,x a ɲ a,
362_30_tongue,,,,,,,,,,,,,l a z,,,,,,,,,,,n a s,,,,,,,,,,,,,,,,,,,,,,,,,,
363_103_highup,,w i ʈ ai,,,,,,,w i ʈ ai,,,,,,w i tʃ ai,,,,,w i ʈ ai,,,,,,w i tʃ a n,,,,w i ʈ ai,,,,,,,w i tʃ ai,w i tʃ ai,,w i ʈ ai,,,,,,,,,,
364_103_highup,,,,,,,,,,,,,,,,,,,a l a + j a,,,,,,a r i + j a,,a r i + j a,,,,,,,,,a r a + χ a,,,,,,,,a l a + j a,,,,,,
366_31_tooth,,,,,,,,,,,,,,,,,,,,,,,,,ʃ i m i,,ʃ i m i,,,,,,,,,,,,,,,,,,,,,,,
367_33_elbow,,,,,,,,,,,,,kʰ u ts,,,,,,,,,,,k u ts i,,,,,,,,,,,,,,,,,,,,,,,,k u ts i,,
368_34_neck,,,,,,,,,,,,,,,,,,,k u n k a,,,,,,k u n k a,,k u n k a,,,,,,,,,k u n k a,,,,,,,,k u n k a,,,,,,
369_38_knee,,,,,,,,,,,,,,,,,,,q u n q u r i,,,,,,q u n q u r u,,q u n q u r u,,,,,,,,,q u n q u r i,,,,,,,,q u n q u r i,,,,,,
36_138_liveto,,,,,,,,,,,k a w a,,,,,,k a w a,,,,k a w a,,,,,,,,,,,,k a w a,,,,,,k a w a,,,,,,,k a w a,,,k a w a,k a w a
370_81_rain,p a r a,p a ɾ a,p a r a,p a ɾ a,p a r a,p a ɾ a,,,,,,,,p a r a,p a r a,p a r a,,,,p a ɾ a,,,,,,,,,,p a ɾ a,p a r a,,,,p a r a,,p a r a,,,p a ɾ a,p a ɾ a,,,,p a r a,,,,,
371_41_skin,,,,,,,,,,,,,,,,,,,,,,,,,q a r a,,q a r a,,,,,,,,,,,,,,,,,,,,,,,
372_149_hitto,t a k a + n i,,t a k a,t a k a,t a k a,t a k a,,,,,t a k a,t a k a,,t a k a,t a k a,,,,,,,t a k a + n a,t a k a,,,,,,,,t a k a,,,,,,t a k a,t a k a + tʃ i,,,,t a k a + n i,,,,,t a k a,,,t a k a
373_149_hitto,,,,w a χ t a,,w a χ t a,w a g t a + n a,,,w a k t a,,,,,,w a k t a,,,,,,,,,,,,w a k t a,,,,,,w a k t a + n a,w a χ t a,,,,,,,,w a x t a,,w a χ t a,,,,,
374_133_biteto,k a n i + n i,k a n i,k a n i,k a n i,,k a n i,,k a n i + n a,k a n i,k a n i,k a n i,k a n i,,k a n i,k a n i,k a n i + n i,k a ɲ i,k a n i,,k a n i,k a n i,k a n i + n a,k a n i,,,k a n i,,k a n i,,k a n i,k a n i,k a n i + n a,k a n i,k a n i + n a,k a n i,,k a n i,k a n i,k a n i,k a n i,k a n iː,k a m i + n i,k a n i,,k a n i,k a n i,k a n i,,k a n i,k a n i
376_133_biteto,,,,,,,,,,,,,,,,,,,,,,,,,h au tʃʼ i,,h au tʃʼ i,,,,,,,,,,,,,,,,,,,,,,,
377_42_fingernail,,,,,,,,,,,,,,,,,,,s i ʎ u,,,,,,ʃ i ʎ u,,ʃ i ʎ u,,,,,,,,,s i ʎ u,,,,,,,,s i ʎ u,,,,,,
379_42_fingernail,,,,,,,,,,,,,,,,,,,,,,,,s iː ʎ o,,,,,,,,,,,,,,,,,,,,,,,,s iː ʎ o,,
37_149_hitto,,,,,,,,s a g m a + n a,,,,,,,,,,,,,,,,,,,,,,,,s a g m a + n a,,,,,,,,,,,,,,,,,,
380_45_breast,,,,,,,,,,,,,,,,,,,ɲ u ɲ u,,,,,,ɲ u ɲ u,,ɲ u ɲ u,,,,,,,,,ɲ u ɲ u,,,,,,,,ɲ u ɲ u,,,,,,
