Cognate_ID,Acoma,AztecPochutla,AztecTetelcingo,AztecZacapoaxtla,Cahuilla,Chemehuevi,ClassicalAztec,Coahuilteco,Comanche,Comecrudo,Cora,Cotaname,Cupeno,Eudeve,Gabrielino,Guarijio,Hopi,Huichol,Karankawa,Kawaiisu,Kiowa,Kitanemuk,Luiseno,Mayo,Mono,NorthernPaiute,NorthernTepehuan,Opata,Pannamint,Papago,PimaDeOnavas,Pipil,ProtoKeresan,SanJuanPuebloTewa,SantaAna,SantaDomingo,Serrano,ShoshoniGosiute,SoutheasternTepehuan,SouthernPaiute,SouthernUte,Tarahumara,Tubar,Tubatulabel,Yaqui,Zuni
120_that-10_120_that,,,i n ō/oː n ē/eː k ɑ,,,,i n ō/oː n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120_that-14_120_that,,,,,,,,,,,,,,,,,,i w ɑ́/ɑ,,,,,,,,,ɯ́/ɯ g ɑi,,,h ɯ gˀ ɑi,ɯ g i,,,,,,,,,,,,,,w ɑ,
120_that-15_120_that,,,,,,,,,,,m ɯ̄/ɯ m ɯ,,,,,,,,,,,,,h u̠̓/u r i,,,,,,,,,,,,,,,,,,m u,,,u,
120_that-18_120_that,,,,,,,,,,,,,,a + r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120_that-21_120_that,,,,,,m ɑ,,,,,,,,,,,,,,,,ɑ m ɑ ʔ,,,,,,,,,,,,,,,a m a,,,,m ɑ,,,,,
120_that-22_120_that,,,,,,m ɑ t ɯ,,,,,,,,,,,,,,s ɑ m ɑ t ɯ,,,,,,,,,,,,,,,,,,,,,m ɑ t ɯ,,,,,
120_that-2_120_that,,,,,,u t ɯ,,,u t i,,,,,,,,,,,u t ɯ,,,,,u,,,,,,,,,,,,,u t ɯ n,,u ʔ u,u t u,,,,,
120_that-3_120_that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s ɑ t ɯ,,,,,,,,,,,,,,,,,
120_that-4_120_that,,,,,,,,,,,,,,,,,,,,,,,,,,o s u,,,,,,,,,,,,,,,,,,,,
120_that-5_120_that,,,,,e v a t,,,,,,,,ə β ə t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120_that-7_120_that,,,,,,,,,,,,,,,,,,,,,,p ɑ t ɑ ʔ,,,,,,,,,,,,,,,p a t,,,,,,,,,
121_all-11_121_all,,n o tʃ o,n o tʃ i,n o tʃ i,,,m o tʃ,,,,,,,,,,,,,,,,,,,,,,,,,m u tʃ i,,,,,,,,,,,,,,
121_all-13_121_all,,,,,,,,,,,,,,,,,,,,,,,,tˢ/ts i k t i,,,,,,,,,,,,,,,,,,,,,tˢ/ts i k t i,
121_all-14_121_all,,,,,,,,,,,,,,a w o n a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121_all-15_121_all,,,,,,,,,,,,,,,,,,n ɑ́i/ai t ɯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121_all-19_121_all,,,,,,,,,,,,,,,,,,,,,,,,,,,β ɯ̌/ɯ ʃ i,,,w ɯ̄/ɯ s,β ɯ̄/ɯ ʃ,,,,,,,,v ɯ ʃ,,,,w e tˢ/ts ɑ̠ t,,,
121_all-1_121_all,,,,,,,,,o j/dʒ ɯ̥/ɯ,,,,,,,,,,,,,,,,,n ō/oː ˀdʒ u,,,o j/dʒ ō/oː n t ɯ,,,,,,,,,o j/dʒ ō/oː n,,,,,,,,
121_all-2_121_all,,,,,,,,,,,,,,,,,s ō̑/o s o j/dʒ ɑ m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121_all-3_121_all,,,,,,m ɑ nː o,,,,,,,,,,,,,,m o n o j/dʒ o,,,,,,,,,,,,,,,,,,,,m a n o,p ɑ ʔ ɑ m ɑ n u n i,,,,,
121_all-8_121_all,,,,,,,,,,,,,,,,,,,,,,p u j/dʒ u,,,,,,,,,,,,,,,p u j/dʒ u,,,,,,,,,
122_swim-12_122_swim,,,,,,,,,,,,,,,,,,,,,,,,β ɑ h u m e,,,,,,,,,,,,,,,,,,,,,β ɑ h u m e,
122_swim-13_122_swim,,,,,,,,,,,ɑ h ɑu β e,,,,,,,h ɑu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122_swim-14_122_swim,,,,,,,,,,,,,,,,k a ˀk é/e + n a,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ ˀk e̠,,,,
122_swim-17_122_swim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o n,,,
122_swim-1_122_swim,,,,,,,,,,,,,,,,,,,,,,,,,p ɑ h ɑ p i,p ɑ h ɑ p i,,,,,,,,,,,,p ɑ h ɑ p i,,,,,,,,
122_swim-3_122_swim,,,,,,n ɑ pː ɑ kː ɯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɑ p i p o t i,,,,,
122_swim-5_122_swim,,,,,,,,,,,,,w ɑ j/dʒ,,,,,,,,,,w ɑ̠̄ j/dʒ ɑ,,,,,,,,,,,,,,,,,,,,,,,
12_round-1_12_round,,,,,,,,,,,,,,,,,p ö/ø l á/a ŋ p ɨ,,,,,,,,,,,,,,,,,,,,,,,p o tː o,p ó/o o + tː ɨ + kː w a t ɨ,,,,,
12_round-3_12_round,,,,,,,,,t o pː o n i + t ɨ,,h ú/u ʔ u r a,,,ts a p ó/o r i s,,k a h p ó/o l a,,,,,b ǫ̨̂/o ǫ̂/o,,,,a tː ɨ p + p o n o,,ts a b u l i ts a,ts a pː ŏ r a,,,k o v o l i k,,,,,,,p o n o + k a n t ɨ n,,,,,,,,
12_round-40_12_round,s kʲ í/i d ú/u ts i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s kʲ í/i r̉/r ɪ + z ɪ,,s kʲ í/i r̉/r ɪ ts ɪ,s kʲ í/i r̉/r ɪ ts ɪ,,,,,,,,,,
12_round-4_12_round,,,m iː m iː l t i ts,,,m u n u ŋ k i,,,,,,,,,,,,,,,,,,,,,,,m u n u + k a n t ɨ n,,,,,,,,,,,,,,,,,
12_round-6_12_round,,,,,,,,,,,,,,b o l a,,,,,,,,,,l o bː ai,,,,,,,,,,,,,,,,,,,,,l ó/o b o l a,
12_round-7_12_round,,,,,,,,,,,,,,,,,,,,,,,,,,p a tsː i pː o n o ʔ a,,,,,,,,,,,,,,,,,,,,
12_round-8_12_round,,,,,,,,,,,,,,,,,,,,m u d u + ˀn i + d ɨ,,,,,,,,,,,,,,,,,,,,,,,,m u l u ŋ w a + l,,
13_heavy-1_13_heavy,,,,,,,,,,,,,,,,,,,,,,,,,n ɨ ˀn ɨ kː w ɨ,n ɨ nː ɨ + kʷ i,,,,,,,,,,,,,,,,,,,,
13_heavy-2_13_heavy,,e t i,y/j e t i k,e t iː k,p é/e l e + m a,p ɨ tː ɨ y/j a,e t i k,,p u h t u,,t y í/i + h e tʲ e,,,b e t é/e n,p o t oː,p e h t í/i,p ɨ t ɨ,h e t e,,p i t a ʔ a,pʰ íí/iː h ę̀ę̀/ẽː,p y ch/tʃ y 7/ʔ,,b é/e tː e,,,v ɨí̵/ɨː t ɨ,v e tː ĕ a,p ɨ tː i,s + w ɨː č/tʃ,s + v ɨː t,h e t e k,,,,,p ɨ ts ɨ ʔ,p ɨ tː ɨ,b ɨ t,p ɨ tː i ʔ a n t eɨ,p ɨ tː í/i y/j a + tː ɨ,b e t é/e + a m e,,p ɨ l ɨ ʔ,b é/e t e ʔ a,
13_heavy-3_13_heavy,,,,,,,,,,,,,w í/i m ɨ,,,,,,,,,,w í/i m ái/ai,,,,,,,,,,,,,,,,,,,,,,,
14_dry-1_14_dry,,,,,,t a p a s ɨ,,,p a s a,,,,,,,,,,,t a v a s t eː d,,,,,p a s a + ʰk ɨ ʔ,p a sː a,,,p a s a,,,,,,,,,p a s a,,t a p a ʃ u,t a p á/a s ɨ + pː ɨ,,,,,
14_dry-2_14_dry,,w a k,w a ʰk iː,w aa/aː y/j i k,w á/a x,,iː ʃ + w aː k + k i,,,,w á/a tʃ i,,w á/a x ɨ,h u á/a q ui,,w a g i,l á/a a q u,w a k i,,,,w a ʰk,a + w á/a x + v e,w a k í/i a,,,g a q ui d a d e,,,s + g a k i,s + g a k,w a k i,,,,,a + w aː k i ʔ,,g a k,,,w a k í/i,,w aː g + ɨ t,w a k í/i a,
15_sharpblade-13_15_sharpblade,,,,,,,,,,,,,,,,,,,,,,,,b w a w í/i t e,,,,,,,,,,,,,,,,,,,,,b w a w ɨ t e,
15_sharpblade-1_15_sharpblade,,,,,,k ɨ w a k ai,,,k ɨ m a,,,,,,,,,,,k u w aː,,,,,k ɨ w aː,k ɨ m aː,,,k ɨ m a,,,,,kˀ e ʔ i ʔ,,,,k ɨ m a,,k ɨ ŋʷ aː,k u w á/a a + k a tː ɨ,,,,,
15_sharpblade-2_15_sharpblade,,,,,,,,,,,,,,,,,,,,,,,,,,,m u ts a g o,,,m u u k,m u ts a d a,,,,,,,,m u u k,,,,,,,
15_sharpblade-3_15_sharpblade,,,,t eː n e h,,,t e n t i a,,,,,,,,,,,,,,,,,,,,,,,,,t e n i,,,,,,,,,,,,,,
15_sharpblade-40_15_sharpblade,s t̉/tʲ u w̉/w í/i ts i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s t̉/tʲ ú/u w̉/w ɪ + z ɪ,,s t̉/tʲ ú/u w̉/w ɪ ts ɪ,s t̉/tʲ ú/u w̉/w ɑ̟ ts ɪ,,,,,,,,,,
15_sharpblade-5_15_sharpblade,,,,,t á/a m a,,,,,,,,,,,,,,,,,t a m a w y t,,,,,,,,,,,,,,,,,,,,,,,,
16_dirty-1_16_dirty,,,,,,t u ts a,,,t uː ts aː,,,,,,,,,,,t o ts aː + g a d ɨ,,,,,t o ts á/a b i,t u tsː aː,,,t u tsː ai,,,,,,,,,t uː tsː aː + pː ɨ h,,,,,,t u g uː b i ʃ + ɨ t,,
16_dirty-25_16_dirty,,,,,,,,,,,,,,,,,,,,,,,,,,,,s u t e p ô/o r a,,,,,,,,,,,,,,,,,,
16_dirty-2_16_dirty,,,,,s e l y/j á/a x a m a,,,,,,,,s i l y ɲ í/i n ɨ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16_dirty-6_16_dirty,,,,,,,,,,,,,,,,,,,,,,ts u kʷ a v y ts,,,,,,,,,,,,,,,ts òò/oː q a v,,,,,,,,ó/o tʃ o k o,
16_dirty-9_16_dirty,,,,,,,,,,,,,,,,,,,,,,,kʷ i l á/a l i,,,,,,,s + b iː t a g i m,,,,,,,,,,,,,,,,
17_full-11_17_full,,,,,,,,,,,,,,,,,,,,,,p u t k,,,,,,,,,,,,pˀ í/i d e h,,,p i t ɨ ˀq,,,,,,,,,
17_full-18_17_full,,,,,,,,,,,a + v á/a + ʔ ɨ s t i,,,,,,,,,,,,,,,,,,,,,,,,,,,,s u n g ɨ m,,,,,,,
17_full-1_17_full,,,,,,,,,t ɨ pː e + t ɨ,,,,,,,,,,,t ɨ b e t ɨ,,,,t á/a p u n i,,,,,t ɨ pː e + k ɨ a,,,,,,,,,t ɨ pː e,,,,,,,t á/a p u n a,
17_full-2_17_full,,,,,,,,,,,,,,,,,,,,p o n o ʔ i,,,,,,,,,,,,,,,,,,,,p o n o ʔ aː,,,,,,
17_full-3_17_full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s + k o w o g,k oː v o g,,,,,,,,,,,,,,,
17_full-40_17_full,g í/i + t̉/tʲ a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t̉/tʲ á/a,,g í/i + t̉/tʲ á/a,g í/i + t̉/tʲ a,,,,,,,,,,
17_full-4_17_full,,,,,,,,,,,,,,b ó/o d e,,,,,,,,,,,,,,,,,,,,,,,,,,,,b o tʃ i w i,,,,
17_full-5_17_full,,,,p e ʃ oː n t o k,,,p e ʃ oː + n a + l + t i a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17_full-6_17_full,,,t i e n t iː k a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t e n t u k,,,,,,,,,,,,,,
17_full-8_17_full,,,,,,,,,,,,,,,,,,,,,,,,,,k a n o,,,,,,,,,,,,,,,,,,,,
18_cold-1_18_cold,,,i ts t iː k,s e s eː k,,,i ts + t i k,,ɨi ts ɨ ʔ i,,,,,,,,,,,,,,,,ɨ ts ɨ ʔ ɨ,ɨ ts ɨ tsː ɨ,,,ɨi ts ɨi,,,s e s e k,,,,,ɨ ts ɨ,ɨi ts ɨ ʔ i,,,,,,,,
18_cold-2_18_cold,,,,,,s ɨ + y/j a ʔ i,,,,,,,,,ṣ/ʂ u v o ʔ,,s í̵ɨ/ɨː s ɨ ŋ w a,,,s i t u ˀw i d ɨ,,sh/ʃ y v y t,,s é/e bː e,,,j/dʒ u p i d i,,,s + h ɨː p i d,s + h ɨː p,,,,,,,,x ɨ p,ʃ ɨ p + p ɨ t a,s i y/j á/a ʔ i,,s e v é/e,ʃ ɨː b + t,s é/e b e,
18_cold-3_18_cold,,,,,y/j úy/ui + m a,,,,,,,,y/j úy/ui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18_cold-4_18_cold,,,,,,,,,,,,,,u t é/e e n,,,,,,,,,,,,,,u tː e,,,,,,,,,,,,,,,,,,
18_cold-5_18_cold,,,,,,,,,,,,,,,,t u l á/a,,,,,,,p i t ú/u + p t u + ʃ,,,,,,,,,,,,,,,,,,,r u l á/a,,,,
19_hot-11_19_hot,,,,,,,,,,,,,,,,,,,,,,7/ʔ o sh/ʃ i 7/ʔ,,,,,,,,,,,,,,,,,,,,,,,,
19_hot-1_19_hot,,,,,,,,,ɨ r ɨ ʔ i,,,,,,o r ō/oː ʔ,,,,,,,,,,ɨ t ɨ ʔ ɨ,ɨ t ɨ tː ɨ,,,i t ɨ ʔ i,,,,,,,,ɨ ts ɨ,ɨ t ɨi,,,,,,ɨː d ɨː ʔ + ɨ t,,
19_hot-2_19_hot,,,,,,,,,,,,,,,,t a h t á/a,,,,t a r a ʔ + w i d ɨ,,,,,,,,,,,,,,,,,,,,t a + t u ʔ i,t a + t í/i ʔ i,r a t á/a l i,,,t á/a t a,
19_hot-3_19_hot,,,t o t u n k iː,t o t o k t i k,,,t oː t o n + iː a,,,,,,a t í/i ŋ v ɨ,,,,,,,,,,,,,,t o n i,u r u d e n i,,s + t o n i,s + t o n,t u t u n i k,,,,,,,ch/tʃ oi ɲ,,,,t o n o,,,
19_hot-40_19_hot,ʔ iː d ī̉/iː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔ ī̉/iː r ī̉/iː,,ʔ ī̉/iː r ī̉/iː,ʔ ī̉/iː + r iː + m̉/m ɑ̟ z a,,,,,,,,,,
19_hot-4_19_hot,,,,,,,,,,,,,,s u k á/a,,,,,,,,,,s ú/u kː a,,,,,,,,,,,,,,,,,,,,,,
19_hot-7_19_hot,,,,,,,,,,,,,,,,,,,,,s á/a l,,ṣ/ʂ á/a q i,,,,,,,,,,,,,,,,,,,,,,,
19_hot-9_19_hot,,,,,,,,,,,p ɨ s t í/i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_nonot-1_1_nonot,,,,,k í/i ʔ i,k a ts u,,,k e,,k a,,q ay/ai,ts a,x ai,k a ʔ í/i,q á/a,,,,,,q ay/ai,k áa/aː,q a t u ʔ u,k ai,,ts ai,k e,,,,,,,,q ai,k e,,k a,k a,k é/e,k a,h a ʃ,k a,
1_nonot-2_1_nonot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,p i,p i m,,,,,,,,,,,,,,,
1_nonot-3_1_nonot,,,a m o,a m o,,,a ʔ + m oː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_nonot-40_1_nonot,z á/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,z á/a,,z á/a,z á/a,,,,,,,,,,
1_nonot-5_1_nonot,,,,,,,,,,,,,,,,,,,,,,,,,,,m ai t i u d,,,,,,,,,,,,,,,,,,,
20_woman-1_20_woman,,,,,,,,,w a ʔ i pː ɨ,,,,,,,,,,,,,,,,,,,,w a ʔ i pː ɨ,,,,,,,,,w a ʔ i pː ɨ,,,,,,,,
20_woman-2_20_woman,,,,,,m a m a ʔ uː,,,,,,,,,,,,,,m a m a ʔ o,,,,,,,,,,,,,,,,,,,,m a m a ʔ u,m a m á/a + ts i,,,,,
20_woman-3_20_woman,,,,,ɲ í/i tʃ i l y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n ɨː h t,,,,,,,,,
20_woman-40_20_woman,kʲ ú/u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k̉/kʲ ú/u w í/i,,kʲ ú/u,kʲ ú/u w i,,,,,,,,,,
20_woman-4_20_woman,,,s o w a + t l,s i w aː + t,,,s i w aː + t l,,,,,,,,,,,,,,,,ṣ/ʂ u ŋ á/a a + l,,,,,,,,,s i w a + t,,,,,,,,,,,,,,
20_woman-5_20_woman,,,,,,,,,,,h ɨi t a ʔ a,,,,,,,,,,,,,,,,u b i,,,u w i,,,,,,,,,u b iː,,,,,,,
20_woman-6_20_woman,,,,,,,,,,,,,,h o k í/i s,,,,u k á/a,,,,,,,,,,o q ui,,,o k s,,,,,,,,,,,,,,,
20_woman-7_20_woman,,,,,,,,,,,,,,,,,,,,,,,,h á/a mː u t,,,,,,,,,,,,,,,,,,,,,h á/a m u t,
21_man-2_21_man,,,,,,t a w a + ts i,,,t e n a pː ɨ ʔ,,,,,,,,,,,t a ˀn i p ɨ z i,,,,,,,,,t ai ŋ w a,,,,,,,,,t e n kʷ a + pː ɨ,,t a ˀŋ w a,t a ˀw á/a + ts i,,,t aː t w a + l,,
21_man-3_21_man,,,,,n á/a x a n i + ʃ,,,,,,,,n a x á/a n i + ʃ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21_man-40_21_man,h á/a c̣/ʈʂ iː ts ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h á/a c̣/ʈʂ iː ts E/e,h â/a + c̣/ʈʂ iː z e,,,,,,,,,,
21_man-4_21_man,,t e k e t,t l ö/ø k a + t l,t aː g a + t,,,t l aː k a + t l,,,,,,,,,,t á/a a q a,,,,,,,,,,,,,,,t a k a + t,,,,,,,,,,,,,,
21_man-5_21_man,,,,,,,,,,,,,,,,t i h o é/e,,,,,,,,,,,t e o d i,,,tʃ ɨ o j,t ɨ o d,,,,,,,,ch/tʃ i o ɲ,,,r e h ó/o i,,,,
21_man-6_21_man,,,,,,,,,,,,,,d o r,,,,,,,,,,,,,,u r i,,,,,,,,,,,,,,,,,,
21_man-7_21_man,,,,,,,,,,,,,,,,,,,,,,,,o ó/o ʔ ou,,,,,,,,,,,,,,,,,,,o ñ/ɲ w í/i,,ó/o o ʔ ou,
22_person-1_22_person,,,,,,n ɨ w ɨ,,,n ɨ m ɨ,,,,,,,,,,,n ɨ w ɨ,,,,,n ɨː mː ɨ,n ɨ m ɨ,,,n ɨ m ɨ,,,,,,,,,n ɨ w ɨ,,n ɨ ŋ w ɨ,n úu/uː + ts i,,,,,
22_person-2_22_person,,,t l ö/ø k a,t aː k a y/j oo/oː + t,t á/a x l i s w e + t,,t l aː k a + t l,,,,,,a t á/a xˀ a,,t a r a x a t,,,,,,,t a k a t,a + t á/a a x,,,,,,,,,t a g a + t,,,,,t aː q + t,,,,,,,,,
22_person-3_22_person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h ɨ m a j/dʒ k a m,h ɨ m a d k a m,,,,,,,,j/dʒ a t k a m,,,,,,,
22_person-5_22_person,,,,,,,,,,,,,,,,i h p a k ó/o r u m e,,,,,,,,,,,,,,,,,,,,,,,,,,p a g ó/o t u a + m e,,,,
22_person-6_22_person,,,,,,,,,,,,,,d óh/oː m e,,,,,,,,,,y/j o r é/e m e,,,,,,,,,,,,,,,,,,,,,y/j o é/e m e,
22_person-7_22_person,,,,,,,,,,,t y é/e v i,,,,,,,t eɨ t é/e r i,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23_fish-1_23_fish,,,,,,p a k ɨ ts i,,,p e kʷ i,,,,,,,,p á/a a k i w,,,p a g ɨː + v ɨ,,,,,p a kː w i,p a kː w i,,,p a ŋ w i,,,,,,,,,p e n kʷ i,,p a + k ɨu,p a k ɨ,,,,,
23_fish-2_23_fish,,,,,k í/i y/j u l,,,,,,,,q ɨ y/j ú/u + l,ts u ch/tʃ ú/u t,k ui r,,,k e ts ɨ,,,,k i h u ch/tʃ,,k ú/u čč/tʃː u,,,,ts ũ ch/tʃ u,,,,,,,,,k i h uː + ts,,,,,,k i ts ú/u + t,k u y/j uu/uː + l,k ú/u tʃ u,
23_fish-3_23_fish,,,,,,,,,,,,,,,,,,,,,,,,,,,v a tː o s a,,,w a t o p i,v a t oː p,,,,,,,,b a t o p,,,,,,,
23_fish-40_23_fish,s kʲ ả/a + ʃ u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s kʲ à/a + ʃ ī/iː,,s kʲ à/a + ʃ ɪ,kʲ â/a + ʃ ɪ,,,,,,,,,,
23_fish-5_23_fish,,,,,,,,,,,,,,,,s o ˀtʃ í/i,,,,,,,,,,,,,,,,,,,,,,,,,,r o ˀtʃ í/i,,,,
23_fish-6_23_fish,,m i tʃ o m,m iː tʃ iː,m i tʃ i,,,m i tʃ + i n,,,,,,,,,,,,,,,,,,,,,,,,,m i tʃ i n,,,,,,,,,,,,,,
23_fish-9_23_fish,,,,,,,,,,,,,,,,,,,,,ɔ̃ p íí/iː,,,,,,,,,,,,,p aː,,,,,,,,,,,,
24_bird-1_24_bird,,,,,,,,,,,,,,,,,,,,,,,,,ts iː pː a ʔ,h u ts i p a,,,,,,,,,,,,,,,,,,,,
24_bird-2_24_bird,,,,,,,,,k u tsː uː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h ui tsː u,,,,,,,,
24_bird-3_24_bird,,,,,,w i ts i ʔ i ts i,,,,,,,,,,,,,,w i z i + k i z i,,w i ts i t a t,,,,,,,,,,,,,,,w i ts i + t,,,w i ts ï/ɨ,w i ts í/i + ts i,,,,,
24_bird-40_24_bird,b í/i + s b í/i + n á/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s í/i r̉/r ú/u,,s í/i r̉/r ú/u,s í/i r̉/r u,,,,,,,,,,
24_bird-4_24_bird,,,,,w í/i k i k m a l,,,,,,,,,v i q uí/ui t z,,,,w i k í/i,,,,,,w íː/iː k i t,,,,,,,,,,,,,,,,,,,,,w í/i i k i t,
24_bird-5_24_bird,,,,,,,,,,,,,,,,,,,,,,,,,,,uː gː ui,,,u ʔ u wh/w̥ i g,u ʔ u v i g,,,,,,,,u i ʔ,,,,,,,
24_bird-6_24_bird,,,,,,,,,,,,,,,,ts u ˀr u k í/i,,,,,,,,,,,,,,,,,,ts í/i d éh/e,,,,,,,,tʃ u l u g í/i,,,,
24_bird-7_24_bird,,t u t u t,t u t u + t l,t oː t oː ts iː n,,,t oː t oː + t l,,,,,,,,,,,,,,,,,,,,,,,,,t o t o č/tʃ,,,,,,,,,,,,,,
25_dog-1_25_dog,,,,,,p u n k uː + ts i,,,,,,,,,,,p ó/o o k o,,,p u g u z ɨ,,,,,p u kː u,s o k o p u kː u,,,i s a,,,,,,,,,,,,,,,p u n k u,,
25_dog-2_25_dog,,,,,,,,,s a r iː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s a t iː,,s a t iː,s a t í/i + ts i,,,,,
25_dog-3_25_dog,,,,,,,,,,,,,,,,,,,,,,k u ts i 7/ʔ,,,,,,,,,,,,,,,k u ts i ʔ,,,,,k o tʃ í/i,,,,
25_dog-40_25_dog,d í/i ỷ/j a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d í/i y/j ᴀ/a,,d í/i y/j ᴀ/a,d î/i + y/j ɑ̟,,,,,,,,,,
25_dog-4_25_dog,,,,,á/a w a + l,,,,,,,,a w á/a + l,,,,,,,,,,a w á/a a + l,,,,,,,,,,,,,,,,,,,,,,,
25_dog-5_25_dog,,,,,,,,,,,,,,,w u ʃ i,,,,,,,,,,,,g o g o s ts i,,,g o g s,g o g s,,,,,,,,g a g oː x,,,,,,,
25_dog-7_25_dog,,,tʃ iː tʃ iː t u,i chw/tʃ w iː n + t i,,,tʃ iː tʃ iː,,,,ts í̵/ɨ ʔ ɨ,,,ch/tʃ u t z i,,ts u h ts ú/u r i,,ts í̵/ɨ k a,,,,,,tʃ uú/uː ʔ u,,,,,,,,,,,,,,,,,,,ts u ts ú/u,,tʃ úu/uː ʔ u,
25_dog-9_25_dog,,,,,,,,,,,,,,,,,,,,,ts é/e g ù/u n,,,,,,,,,,,,,ts éh/e,,,,,,,,,,,,
26_louse-1_26_louse,,,,,,,,,p u s i a,,,,,,,,,,,,,,,,p ui ts i a pː i,p u sː i ʔ a,,,p o s i a + tsː i h,,,,,,,,,p o s i a + tsː i h,,,,,,,,
26_louse-2_26_louse,,a t o m t,a t iː m iː + t l,,,,a ˀt e + n i + t l,,,,a tʲ é/e,,á/a l a ʔ a + t,v i á/a t z i,a r,e h t é/e,á/a t ɨ,a t é/e ts i,,a ts ɨ + v ɨ,,7/ʔ a ch/tʃ y m ch/tʃ,u l á/a a + t,é/e tː e n,,,aː t e,a tː e,,aː ʔ a č/tʃ,aː ʔ a t,a t i n,,,,,à/a ts ɨ m,,a a t,,,t é/e,a t é/e + t,,é/e t e,
26_louse-3_26_louse,,,,,,p oː ʔ a p i,,,,,,,,,,,,,,,pʰ o,,,,,,,,,,,,,pʰ ay/ai,,,,,,p o ʔ a,p ó/o ʔ a p i,,,,,
26_louse-40_26_louse,ʃ í/i n a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʃ í/i n a,,ʃ í/i n a,ʃ î/i + n a,,,,,,,,,,
27_snake-1_27_snake,,k u e t,k o w a + t l,k o w aː + t,,,k oː w + aː + t l,,,,,,,v a ts o t z,,,,,,t o g o w a,,,,b áː/aː k o t,t o q o qː w a,t o k o,ts oːy/oːi,,t o k o a,k o 7/ʔ o w i,,kʷ a + t,,,,,,t o k o a,k o ʔ,t o k o a,t o k ó/o a + p i,,k o ó/o + t,,b á/a a k o t,
27_snake-3_27_snake,,,,,s é/e w e + t,,,,,,,,s ɨ w ɨ + t,,ʃ o t,s i n oí/oi,,,,,s ãː n é/e,h y n g t,,,,,,,,,,,,,,,h ɨː ŋ + t,,,,,s i n ó/o i,,,,
27_snake-40_27_snake,ṣ/ʂ û/u + w i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʃ û/u + w i,,ṣ/ʂ ú/u w i,ṣ/ʂ û/u + w i,,,,,,,,,,
27_snake-5_27_snake,,,,,,,,,,,k ú/u ʔ u k u ʔ u,,,,,,,k u,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28_tree-1_28_tree,,,,,,,,,,,,,,,,,,,,,,,,,,s ɨ ŋː a p i,,,s ɨ ŋ a + p i,,,,,,,,,,,,,,,,,
28_tree-2_28_tree,,,,,,,,,h uː p + p i,,,,,,,,,,,,,,,,,,o s t,,,uː s,u s i,,,,,,,h uː p + p i n,,,i p í/i + ts i,,uː + t á/a,uː ʔ u + t,,
28_tree-3_28_tree,,,,,,m a h a p ɨ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m a ʔ a p ɨ,,,,,,
28_tree-4_28_tree,,,,,k é/e l a w + a t,,,,,,k ɨ y/j é/e,,k ɨ l á/a w a + t,ts u t,,k u ʔ ú/u,,k ɨ y/j é/e,,,,k u ch/tʃ a t,k u l á/a + w u + t,k ú/u t a,,,,ts u h t,,,,,,,,,,,,,,,,,k ú/u t a,
