Cognate_ID	AbbekerkNH	AduardGn	Aldomirovcislivnica	AlmkerkNB	Amami	AmeideZH	AmericanEnglish	Apolobamba	Arconciel	Arnex	Asparuhovolom	Asparuhovoprov	Assery	AustralianEnglishPerth	AvrysurMatran	Ayent	B	Babjakrazl	Bachkovoasgr	Bagrencikjust	Balgaricarev	Banishtebrezn	Banskorazl	Beglezhluk	Beijing	Belenesvisht	BelgianDutch	Belicarazl	BilzenBeLb	Bistricablgr	Bjrnevatn	Bogdanovdolpern	BollezeeleFrVl	Borisovoelh	Borre	Boudry	Bovsvog	Brashljanmtarn	Brekke	BrielleZH	Brnnysund	BrouckerqueFrVl	BrouwershavenZe	Bryne	Buchinprohodgod	Bulgarian	BurenFr	BuurmalsenGl	Bygstad	Cajamarca	CallantsoogNH	CanadianEnglish	Caparevosand	Caraz	CentralGermanCologne	CentralGermanHonigberg	CentralGermanLuxembourg	CentralGermanMurrhardt	Cerlatez	CerneuxPequignot	Cerovicakjust	Champery	Changsha	Charnex	ChateaudOex	ChauxduMilieu	Chavin	Chengdu	Chepelareasgr	Chernogorovopaz	Chernomorecbs	Chevroux	Chimborazo	Chukovecradom	Cochabamba	Collex	Collombey	Commugny	Conthey	Corcelles	Corongo	CoteauxFees	Court	Courtedoux	Courtepin	Cuzco	Czech	Danish	Dashi	DenHoornNH	Dermanciluk	Develier	Devenciluk	Devesilicakrgr	Dichinvtarn	Dinevohask	Divaslatinamont	Divdjadovoshum	Dobarskorazl	Dobroselectopgr	Dobroslavcisof	Dobrotinogd	Dokka	Dolnabeshovicavrach	Dolnadikanjaradom	Dolnamelnatran	Dolnariksamont	Dolnasrudenabel	Dolnibogrovsof	Dolnolevskipan	Dompierre	Dorkovovelgr	Dovre	Drabishnaivgr	Dragizhevovtarn	Dragodanovosliv	Dragoevopresl	Dragojchincikjust	Dutch	DutchAntwerp	DutchLimburg	DutchOstend	Ega	Eggesbneset	Elnesvagen	Elovdolpk	English	EnglishBuckie	EnglishLindisfarne	EnglishLiverpool	EnglishLondon	EnglishNorthCarolina	EnglishSingapore	EnglishTyrone	Eninakaz	Enqi	Eryuan	Evolene	Ezerovoparvom	Fagerhaug	Faroese	Flate	FoldvikBrunlanes	French	Fully	Furenvrach	Fuzhou	Fyllingsdalen	Fyresdal	Gabarebslat	Gabraelpel	Galatatetev	Ganchovecdrjan	Garmengd	Garvansil	Gegapetr	German	Gjra	Glozheneorjah	Golemarakovicaelpel	Golemomalovosliven	Golicavarn	Goljamazheljaznatetev	Goljamoshivachevosliv	Gongxing	Gornarosicasevl	Gornivarpishtadrjan	GouderakZH	Govedarcisam	Gradecvd	Grimentz	Grone	Guangzhou	Guiyang	HaamstedeZe	Hachijo	Hafrsfjord	Haikou	Halden	Hangzhou	Harbin	Hefei	Heqing	Hermance	HighGermanBiel	HighGermanBodensee	HighGermanGraubuenden	HighGermanHerrlisheim	HighGermanNorthAlsace	HighGermanOrtisei	HighGermanTuebingen	HighGermanWalser	Hisy	Hohhot	HolwerdFr	Huancane	Huancavelica	Huancayo	Huhlaivgr	HumbeekBeBr	Hundvag	Hvojnaasgr	Icelandic	IndianEnglishDelhi	Indzhevojvodamtarn	IngenGl	Inkawasi	Italian	Ivanskishum	Izvorovoharm	Jaqaru	Javorovoasgr	Jianchuan	Jianou	Jinan	Jinman	Jinxing	JuganKhanti	Kagoshima	Kaldfarnes	Kalipetrovosil	Kalojanovoplov	KantensGn	Karaisenpavl	Karanovoajt	Kaspichannp	Kawki	KazimKhanti	KerkradeLb	KnokkeBeWv	Kochi	KoedijkNH	KoekelareBeWv	Koljumarinovochirp	KondaKhanti	KondaMansi	Konskabrezn	Kopilovcimont	Koprivshticapird	Kortennzag	KortrijkBeWv	Kosteneciht	Kovachevcisam	Kozichinopom	Kramolinsevl	Kraveniksevl	Kretavrach	Kristiansand	Krivnjarazgr	KrogtoftBorge	Kunming	Kyoto	LAuberson	Laconnex	Ladino	Lamboing	Landeron	Lanping	Lanzhou	LeSentier	LeermensGn	Levunovosand	LiesFr	Ligurian	LikrisovskojeKhanti	Liljachevr	Lillehammer	Lipnicabotgr	Ljubenovamahalanzag	Loboshrad	LombardEast	LombardWest	Lomnes	Longirod	Lourtier	LowGermanAchterhoek	LowGermanBargstedt	LowerLozvaMansi	Lozensof	Luobenzhuo	Malomirovoelh	MalyjJuganKhanti	Mandal	Marchaevosof	Marikostinovopetr	Markovoshum	Martigny	Mazhelong	MeerbeekBeBr	Meixian	Merdanjavtarn	Merichlerichirp	MiddleLozvaMansi	MidslandFr	Miege	Mihalcipavl	Milchinalakakul	Miyako	Molde	Momchilovcismol	Mominabanjapl	Mominaklisurapz	Momkovosvgr	Montalchez	Montbovon	Montpreveyres	MoorsledeBeWv	MouscronBe	Mrkved	Mugladev	Murist	MusselGn	NaasEide	Nanchang	Nanjing	Nanning	NazarethBeOv	Nendaz	NewZealandEnglishAuckland	NieurletFrVl	NigerianEnglishIgbo	NijeholtpadeFr	NijmegenGl	Nikolovohask	Nikolovolipnikrus	NizjamKhanti	Noevcibrezn	Noiraigue	Nordstrand	NorthMansi	NorwegianStavanger	Novalovchagd	Novanadezhdahs	Novoselotrojan	ObdorskKhanti	Occitan	Ognenkarn	Oki	Omarchevonzag	OoikeBeOv	OostendeBeWv	OosterendFr	Opanstzag	Orkanger	OrmontDessus	Orsieres	Oruro	Orvin	Osenecrazgr	OudeschootFr	Panagjurishtegd	Paskalevecpavl	Pavelskoasgr	Pelatikovokjust	PelimkaMansi	Petarnicaplev	Pevectarg	PiershilZH	Pingyao	Plagne	Plakovovt	Podviskarn	Polish	PoperingeBeWv	Pozharevotutr	Prahins	ProtoGermanic	Puno	Qiliqiao	Qingdao	Rabishabelgr	Radovenevr	Rakevovr	Rakovicakul	Ranilugtryn	RaundalenFagnastl	Razboishtegod	RenkumGl	Roche	Russian	Russland	Ruzhincibelgr	Sadinapop	Sado	Sandnessjen	Saparevodup	Savagnier	Saviese	SchagenNH	ScheveningenZH	SchinnenLb	Scottish	Sekirovoplov	Selfors	Semsalves	Senokosblgr	Serbian	Sestrinopetr	Shanghai	Shantou	SherkaliKhanti	Shexian	Shipkakaz	Shirokalakadev	Shirokidolsam	Shtipskoprov	Shuri	SilvoldeGl	SinjaKhanti	SintAnnenGn	Skobelevosliv	Slaveinosmol	Slavjanovoplev	SlotenFr	SmildeDr	Smochevodupn	Smolskopird	Solishtadev	Sombeval	Sortland	SouthAfricanEnglishJohannisburg	Sredeczlgr	Srkjosen	StGingolph	Sta	Stakevciblgr	Stambolovohask	Stange	Stanghelle	Starmenbel	Stjrdal	Stjrdalshalsen	Stoilovomt	Straldzhajamb	Stre	Stroevoplov	Sucre	Sugiez	Suhindolvtarn	Sushicablgr	Suzhou	Svetlinatopgr	Svirkovoharm	SwedishSkane	SwedishStockholm	Taibei	Taiyuan	Taoyuan	Taquile	TavdaMansi	Tena	TerApelGn	Tianjin	Tihomirkrgr	Tihomirovostzag	Tiwanaku	Tjtta	Tokyo	Topolchanesliv	Trancovicanik	Trastenikplev	TremjuganKhanti	Troms	Trondheim	Tunxi	Tuoluo	Tynsetsentrum	UlftGl	Undheim	UpperDemjankaKhanti	Urumqi	Ustovosm	Vabelnik	VakhKhanti	Vaklinovogd	Valchepolesvgr	Vallorbe	ValthermondDr	Varbicapresl	Varbovoblgr	Varduntarg	VarsseveldGl	VartovskojeKhanti	Varvarapaz	Vasiljovotetev	VasjuganKhanti	Vaugondry	Velkovcipk	Venetian	VerkhneKalimskKhanti	Vermes	Vernier	Veyrier	VillarsleTerroir	Vinarovovid	Vinishtemont	Vladinjalov	Vodenelh	Vojnjagovokarl	Vracheshbotgr	Vranilovcigabr	Vresovoajt	Vullierens	WalshoutemBeBr	WaregemBeWv	WateringenZH	Wenzhou	WestFrisianGrou	WestTerschellingFr	WierumFr	WorkumFr	Wuhan	Xiamen	Xian	Xianggang	Xiangtan	Xiangyun	Xining	YiddishNewYork	Yinchuan	Yunlong	Zabardoasgr	Zabernovomt	Zamfirovoberk	Zanozheneberk	Zdravkovecgabr	Zelenigradtran	ZevenaarGl	Zhaltushaard	Zheglicavid	Zhelensvog	Zheljazkovosred	Zhengzhou	Zheravnakot	Zhoucheng	ZutendaalBeLb	ZuydcooteFrVl	ra
117_87_dry																																																																																									k ã ³⁵																																		q o ⁵⁵													q a ²⁴	k a ³⁵																												q a ŋ ⁵⁵																		k ã ⁵⁵																														k ã ⁵⁵			q ã ⁵⁵	k ɑ̃ ⁵⁵																																									k ã ⁵⁵																						q ã ⁵⁵								k a ŋ ⁵⁵																																																																																	k a ³⁵																																																																																																	q ɔ ŋ ⁵⁵																																																			k ã ³⁵				k a ³⁵														k a ³⁵			
118_88_early																																																																																									tsʰ u ³³																																		tɕʰ y j ²²													tɕʰ y j ²²	tsʰ ɔ ³³																												tɕʰ y ²²																		tsʰ u ³³																														ʦʰ u ³³			tsʰ y j ²²	tsʰ u ³³																																									tsʰ u ³³																						tɕʰ y ³³								tsʰ u ³³																																																																																	tʃ u ³³																																																																																																	tɕʰ y j ³³																																																			z u ³³				tsʰ u ³³														tsʰ u ³³			
119_89_earring																																																																																									k o ŋ ³¹																																		k o ²¹													k o ²²	ɲ ɤ ³³ k ɤ ³¹ tsʰ a ²¹																																														j ĩ ³³ k ɔ̃ w ⁴²																														j ĩ ³³ k õ ²¹			k õ ²¹	k õ ²¹																																									j ɛ̃ ⁴⁴ k ɔ̃ ³¹ tɕʰ ĩ ⁴⁴																						ʔ ẽ ⁵⁵ q ɔ ²¹								k o ŋ ²¹																																																																																	n ɤ ³³ k ɤ ²¹ k w a ⁴⁴																																																																																																	q o ŋ ³⁵																																																			j ɔ ³³ p i ³¹ k o w ⁵⁵ l o w ⁵⁵				ɲ ɤ ³³ k ɤ ³¹														k u ²¹			
11_9_nine																																																																																																																																																																																																				ʎ aː t u n k a																																																																																																																																																							ʎ a t u n k a																																																																																																													ʎ aː t u ŋ k a																																																																																		
120_90_earth																																																																																									tɕʰ i ³¹																																		tɕʰ i ⁴²													dʑ i ⁴²	tɕʰ i ³¹																												dʑ i ⁴²																		tɕʰ i ³¹ p ɛ ²¹																														tɕʰ i ³¹ p ɛ ²¹			dʑ i ⁴²	tɕʰ i ³¹																																									tɕʰ i ³¹																						tɕʰ ĩ ⁴⁴ p a ⁴²								t i ²¹																																																																																	tɕʰ i ³¹ p ɛ ²¹																																																																																																	ʑ i ²¹																																																			j i ³¹ p ɛ ²¹				tɕʰ i ³¹														tɕʰ i ³¹			
121_91_earthwormworm																																																																																									t͡ʂ o ²¹																																		tɕʰ i w ²¹													tɕʰ j o ²¹	kʲ i ³¹ k ɛ ³⁵ t͡ʂ ɤ ²¹																												dz w a ¹²																		x w a ⁵⁵ tʰ u ³³ tsʰ w ɔ̃ ²¹																														tɕʰ i ²¹ tɕʰ ɛ ⁵⁵ tsʰ ɤ ²¹			tɕʰ i w ²¹	tsʰ ɤ̃ ²¹																																									k u ⁵⁵ l u ⁵⁵ tsʰ u ²¹																						q ɔ ⁵⁵ tɕʰ ɤ ³¹								dz õ ²¹																																																																																	p i ²¹ tɕʰ a ³⁵ tsʰ ɤ ²¹																																																																																																	ʐ ɤ ³⁵																																																			ɕ i ³³ l i ³³ kʲ ɛ ³⁵ tɕʰ ɛ̃ ²¹				tɕʰ i ³¹ k ɛ ³⁵ tɕʰ w a ²¹														tsʰ ɤ ²¹			
122_92_toeat																																																																																									j ɯ ⁴⁴																																		j i ⁴⁴													j ɯ ⁵⁵	j ɯ ⁴⁴																												j u ⁴²																		j ɯ ⁴⁴																														j ɯ ⁴⁴			j i ⁵⁵	j ɯ ⁴⁴																																									j ɯ ⁴⁴																						j i ⁴⁴								j i ⁴⁴																																																																																	ɣ ɯ ³³																																																																																																	j u ⁴²																																																			j o w ⁴⁴				j ɯ ⁴⁴														j ɯ ⁴⁴			
123_93_egg																																																																																									s e n ⁴²																																		s ɛ ⁴²													s ɛ ⁴³	s e ⁴²																												s e n ⁴²																		s ẽ ⁴²																														s e ⁴²			s ẽ ⁴²	s e n ⁴²																																									s ɛ̃ ⁴²																						s æ̃ ⁴²								s ɛ ⁴²																																																																																	s e ³²																																																																																																	s e n ²¹																																																			s ẽ ⁴²				s ɛ ⁴²														s e ⁴²			
124_8_eight																																																																																									p j a ⁴⁴																																		tɕʰ ɥ a ⁴⁴													p j a ⁵⁵	p j a ⁴⁴																												tɕʰ w a ²⁴																		p j a ⁴⁴																														p j a ⁴⁴			tɕʰ w a ⁵⁵	p j o ⁴⁴																																									p j a ⁴⁴																						tʃ w a ⁴⁴								p j a ⁴⁴																																																																																	p j a ⁴⁴																																																																																																	tɕʰ o ⁴²																																																			p j a ⁴⁴				p j a ⁴⁴														p j a ⁴⁴			
125_94_bark																																																																																									t͡ʂ ɯ ²¹ p e ²¹																																																p i ³¹ ʂ e ⁴²																												d͡ʐ i ¹² b i ²¹																		p i ³¹ sʰ e ⁴⁴																														p i ³¹				tsʰ ɯ ³¹ p e ²¹																																									p ĩ ⁴² s e ⁴⁴																						dʑ ỹ ⁴²								ɕ e n ⁵⁵ p e ²¹																																																																																	p i ³¹ s e ⁴⁴																																																																																																	d j ɯ ²¹ b i ³⁵																																																			p i ³¹				b j ɯ ²¹ s ɛ ⁵⁵														tsʰ ɯ ⁰ p e ²¹			
126_22_eye																																																																																									w ẽ ³³																																		ŋ w i ²²													ŋ w i ²²	ŋ w e ³³																												w e n ²²																		w ẽ ³³																														w ẽ ³³			m i ²²	w ẽ ³³																																									w ẽ ⁴⁴																						m i ³³								ŋ w ɛ ³³																																																																																	w e ³³																																																																																																	w e n ³³																																																			w ẽ ³³				ŋ w e ³³														w e ³³			
127_95_tofalldowntodrop																																																																																																																											t w a ⁴²													d w a ²¹	t o ⁴⁴ p a ⁴⁴																												tɕʰ ɛ ²⁴																		t o w ⁴⁴																														t w ɛ ⁴⁴ f ɛ̃ ³³			t w a ⁴²	t w ɑ ⁴²																																									t w ɛ ⁴⁴ f ɛ̃ ³³																						t u ⁵⁵ x a ⁴⁴																																																																																									t o ⁴⁴ x ɯ ⁵⁵																																																																																																																																																								t o ⁴⁴ f ɛ ⁴⁴														t w a ⁴²			
128_96_far																																																																																									t w e n ³³																																		t i ²²													t ɥ ɛ ²²	t w e ³³																												t ɥ e n ²²																		t w ẽ ³³																														t w ẽ ³³			t y j ²²	t w e n ³³																																									t w ẽ ⁴⁴																						d y ³³								tsʰ w e n ³³																																																																																	t w e ³³																																																																																																	t w e ³³																																																			t w ẽ ³³				t w e ³³														t w e ³³			
129_97_finger																																																																																									ʂ ɯ ³³ t i ³¹																																		ɕ i ²² tsʰ ɛ ²²													ɕ j ɯ ²² tsʰ ɿ ²²	ʂ ɯ ³³ t ɯ ²¹ tsʰ e ⁴⁴ n e ³¹																												ʂ i ²² t͡ʂ i ²²																		sʰ ɯ ³³ t ɯ ²¹ t i ⁵⁵ m ɔ w ³³																														s ɯ ³³ t ɯ ²¹ tsʰ ɿ ³³			ɕ i ²² t͡ʂ ɚ ²²	s ɯ ³³ tsʰ i ³³																																									s ɯ ³³ t i ⁵⁵ t j ɯ ³³																						ɕ i ³³ tɕʰ ɯ̃ ³¹								s ǝ w ³³ tsʰ i ⁴⁴																																																																																	s ɯ ³³ tsʰ ɿ ³¹ tsʰ ɿ ³³																																																																																																	ɕ ɨ w ³³ t͡ʂ ɚ ³³																																																			s o w ³³ t o w ²¹ tsʰ ɿ ³³				ʃ ɤ ³³ tsʰ ɿ ³³														s ɯ ³³ tsʰ i ³³			
12_10_ten								tʃ u ŋ k ɐ																																														tʃ u ŋ k ɑ													tʃ ʊ n k ɐ						tʃ u ŋ ɡ ɐ		tʃ u ŋ k ɐ						tʃ ʊ ŋ k ɐ					tʃ ʊ ŋ k ɐ																																																																																																														t u n k a	tʃ u ŋ k ɑ	ʈ͡ʂ u ŋ k ɑ													ʈ͡ʂ u ŋ k a																ʈ͡ʂ u ŋ k ɐ																																																																																																																								t u n k a																					tʃ u ŋ k ɐ																																																																					tʃ u ŋ k ɐ												tʃ ʊ ŋ k a		tʃ ʊ ŋ ɡ ɐ					t u ŋ k a																																																																																		
130_34_fingernail																																																																																									ʂ ɯ ³³ k a ⁴⁴																																		ɕ i ²² q a ⁴⁴													t j ɯ ²¹ q a ²⁴	ʂ ɯ ³³ t ɯ ²¹ kʲ ɛ ⁴⁴																												t͡ʂ i ²⁴ q a ²⁴																		sʰ ɯ ³³ t ɯ ²¹ k ɛ ⁴²																														s ɯ ³³ t ɯ ²¹ k ɛ ⁴⁴			q a ⁴⁴	s ɯ ³³ k a ⁴⁴																																									s ɯ ³³ t i ⁵⁵ k ɛ ⁴⁴ pʰ j ɛ ⁵⁵																						ɕ i ³³ tɕʰ ɯ̃ ³¹ t ɯ ³¹ q w a ⁵⁵								s ǝɯ ³³ k ɚ ⁴⁴																																																																																	s ɯ ³³ tɕʰ i ³³ k j ɛ ⁴⁴																																																																																																	ɕ j ɯ ³³ q a ⁴²																																																			s o w ³³ t o w ²¹ kʲ ɛ ⁴⁴				ʃ ɤ ³³ t ɯ ²¹ k ɛ ⁴⁴														s ɯ ³³ k a ⁴⁴			
131_50_fire																																																																																									x w i ³³																																		f i ²²													x w i ²²	x w e ³³																												x w ɛ ²²																		xʰ w e ³³																														x w e ³³			f i ²²	x w i ³³																																									x w e ⁴⁴																						f i ³³								f i ³³																																																																																	x w e ³³																																																																																																	x w e ³³																																																			x w e ³³				x w e ³³														x w i ³³			
132_98_firewood																																																																																									ɕ j e n ⁵⁵																																		s ɛ ⁵⁵													s i ²⁴	ɕ i ⁵⁵																												χ j e n ⁵⁵																		ɕʰ ĩ ⁵⁵																														ɕ ĩ ⁵⁵			s ẽ ⁵⁵	ɕ j e n ⁵⁵																																									ɕ ĩ ⁵⁵																						s ɛ̃ ⁵⁵								ɕ e n ⁵⁵																																																																																	ɕ i ³⁵																																																																																																	ɕ j e n ⁵⁵																																																			ɕ ĩ ⁵⁵				s e ⁵⁵														ɕ i ³⁵			
133_99_fish																																																																																									w ɤ̃ ³⁵																																		ŋ u ⁵⁵													ŋ o ²⁴	ɤ ³⁵																												ŋ o ⁵⁵																		ũ ⁵⁵																														ɤ̃ ⁵⁵			ŋ u ⁵⁵	ṃ ⁵⁵																																									ũ ⁵⁵																						ɴ̩ ³⁵								o ŋ ⁵⁵																																																																																	ŋ ɤ ³⁵																																																																																																	ŋ ɤ ⁵⁵																																																			ŋ ɯ ³⁵				ŋ ɯ ³⁵														ŋ o ³⁵			
134_5_five																																																																																									õ ³³																																		ŋ u ²²													ŋ u ²²	ŋ o ³³																												ŋ o ²²																		ɣ ũ ³³																														ɤ̃ ³³			ŋ u ²²	ɤ̃ ³³																																									w õ ⁴⁴																						ŋ ɤ̃ ³³								ŋ̍ ³³																																																																																	ŋ ɤ ³³																																																																																																	ŋ ɤ ³³																																																			w ɔ̃ ³³				ŋ u ³³														m u ³³			
135_100_tobark																																																																																									p j a ⁴²																																		tɕʰ ɥ a ²¹													p j a ²¹	p j a ⁴²																												dʑ w a ²¹																		p j a ⁴²																														p j a ⁴²			tɕʰ w a ⁵³	p j o ⁴²																																									p j a ⁴²																						tʃ w a ⁴⁴								pʰ j a ⁴²																																																																																	p j a ⁴²																																																																																																																																																				p j a ⁴²				p j a ⁴²														p j a ⁴²			
136_101_fly																																																																																									f ɤ ³⁵																																		x w ɛ ⁵⁵													f ɛ ²⁴																													p͡f u ⁵⁵																																																			f i ⁵⁵	f ɤ ⁵⁵																																																																							p i ⁵⁵																																																																																																																																																																																		f ɚ ⁵⁵																																																																					f ɤ ³⁵			
137_30_foot																																																																																									k o w ⁴⁴																																		k u ⁴⁴													k u ⁵⁵	k o ⁴⁴																												k u ²⁴																		k o w ⁴⁴																														k o w ⁴⁴			k o ⁵⁵	k o w ⁴⁴																																									k ɔ ⁵⁵																						q u ⁵⁵								k o ⁴⁴																																																																																	k o ⁴⁴																																																																																																	k o ⁴²																																																			k ɔ ⁴⁴				k u ³³														k o ⁴⁴			
138_4_four																																																																																									ɕ i ⁴⁴																																		s i ⁴⁴													s i ⁵⁵	ɕ i ⁴⁴																												ɕ i ²⁴																		ɕ i ⁴⁴																														ɕ i ⁴⁴			ɕ i ⁴⁴	ɕ i ⁴⁴																																									ɕ i ⁴⁴																						s i ⁵⁵								ɕ i ⁴⁴																																																																																	ɕ i ⁴⁴																																																																																																	ɕ i ⁴²																																																			ɕ i ⁴⁴				ɕ i ⁴⁴														ɕ i ⁴⁴			
139_102_fragrant																																																																																									ɕ o ŋ ³⁵																																															ɕ j o ²⁴	ɕ ɔ ³⁵																												ɕ j o ŋ ⁵⁵																		ɕ õ w ⁵⁵																														ɕ õ ⁵⁵			ɕ õ ⁵⁵	ɕ j õ ⁵⁵																																									ɕ o ⁵⁵																														ɕ o ŋ ⁵⁵																																																																																	ɕ o ³⁵																																																																																																	ɕ o ŋ ⁵⁵																																																			ɕ ã ³⁵				ɕ ɔ ³⁵														ɕ o w ³⁵			
13_11_year								w ɑ t ɐ																																														w ɐ t ɐ													w ɐ t ɐ						w ɐ t ɐ		w a t ɐ						w ɐ t ɐ					w a t ɐ																																																																																																															w a t ɐ	w a t ɐ																													w a tʲ ɐ																																																																																																																																													w a t ɐ																																																																					w a t ɐ												w a t a		w ɑ t ɐ																																																																																							
140_103_frog																																																																																									u ³¹																																		õ ²¹													u ²¹	ɔ ³¹ m ɛ ³⁵																												õ ¹²																		u ³¹ m ɛ ³⁵																														õ ²¹ m ɛ ⁵⁵			õ ²¹	õ ²¹																																									ʨʰ ɛ ⁴⁴ ɔ̃ ²¹ m ɛ ⁵⁵																						a ⁴² ʔ õ ⁴⁴								l ɤ ⁴⁴ ɛ ³³ m ɚ ⁵⁵ tsʰ i ³³																																																																																	o ²¹ m ɛ ³⁵																																																																																																	o ŋ ⁵⁵																																																			ʨʰ ɛ̃ ²¹ m ɛ ²¹ m ɛ ³⁵ tsʰ ɿ ³³				w u ²¹ tsʰ w a ⁴²														o w ²¹			
141_104_frost																																																																																									ʂ o w ⁴⁴																																		ɕ w o ŋ ⁵⁵													ɕ j o ²⁴	ʂ ɔ ⁵⁵																												s o ŋ ⁵⁵																		sʰ ɔ w ⁵⁵																														s õ ⁵⁵			ɕ j õ ⁵⁵	s õ ⁵⁵																																									s õ ⁵⁵																						ɕ õ ³³								s o ŋ ⁵⁵																																																																																	s o ⁵⁵																																																																																																	ɕ j o ŋ ⁵⁵																																																			s o w ⁵⁵				s o ³³														s o w ⁵⁵			
142_105_ghost																																																																																									k o ³³																																		tsʰ ɛ ²²													tsʰ ɿ ²²	k ɤ ³³																												t͡ʂ i ²²																		k w ɔ ³³																														k ɤ ³³			t͡ʂ ɚ ²²	k ɤ ³³																																									k w ɛ ³³																						tɕʰ ɯ ³³								tɕʰ u ³³																																																																																	k ɤ ³³																																																																																																																																																				k ɯ ³³				k ɤ ³³														k ɤ ³³			
143_106_give																																																																																									z i ²¹																																		z i ⁴²													tsʰ ɿ ⁴³																													z i ⁴²																																																			z i ⁴²	s i ³¹																																																																							z ǝ w ²¹																																																																																																																																																																																		z i ²¹																																																																					z ɯ ⁴²			
144_107_glutinousrice																																																																																									s õ ³³																																		s y ²²													s u ²²	x ɛ ⁵⁵ z ɿ ³¹																												s w a ²²																		xʰ ɛ ⁵⁵ z ɿ ³¹																														x ɛ ⁵⁵ s ɿ ³¹			s y ²²	s ɤ ³³																																									x ɛ ⁵⁵ ʐ ɯ ³³																														s ɯ ³³ s ɯ ³³ m ɛ																																																																																	x ɛ ⁵⁵ s ɿ ³¹																																																																																																	s ɤ ³³																																																			x ɛ ⁵⁵				x ɛ ⁵⁵ z ɿ ³¹														s i ⁵⁵			
145_108_good																																																																																									x u ³³																																		x o ⁵⁵																																																												x u ³³																																	x o ²²	x u ³³																																									ɕ o ⁴²																						x ɯ̃ ³³								x ǝ ³³																																																																																	x u ³³																																																																																																																																																				x u ³³				x u ³³														x u ³³			
146_109_barley																																																																																									z a w ²¹																																		z o ²¹													z o ⁴³	m i ³⁵ z ɔ ²¹																												z w a ¹²																		m i ⁵⁵ z ɔ w ³¹																														m e ⁵⁵ s o w ²¹			z w a ²¹	s o w ²¹																																									m e ⁵⁵ ʐ w a ²¹																						m ɯ̃ ⁵⁵ ʐ w a ³¹								z o ²¹																																																																																	m i ³⁵ s ɔ ²¹																																																																																																	z ɔ ³⁵																																																			m i ³⁵ z o ²¹				m i ³⁵ z ɔ ²¹														z o ²¹			
147_110_fat																																																																																									t͡ʂ i ⁵⁵																																		tsʰ ɛ ⁵⁵													tsʰ ɿ ²⁴	tsʰ ɿ ³⁵																												t͡ʂ i ⁵⁵																		tsʰ ɿ ⁵⁵																														tsʰ ɿ ⁵⁵			t͡ʂ i ⁵⁵	tsʰ i ⁵⁵																																									tsʰ ɿ ⁵⁵																						t͡ʂ ʅ ⁵⁵								tsʰ i ⁵⁵																																																																																	tsʰ ɿ ³⁵																																																																																																	t͡ʂ i ⁵⁵																																																			tsʰ ɿ ³⁵				tsʰ ɿ ³⁵														tsʰ i ³⁵			
