Cognate_ID	Arak	Arem	Bahnar	Bit	Bonda	Bru	BruVK	Bugan	Car	Chong	ChongH	Chrau	Cuoi	Dakkang	Deang	Didra	Gantang	Guanshuang	Hadang	Halang	Hre	Hu	Iduh	JahHut	Jahai	Je	Jeh	Jru	Juang	KSurin	Kadong	KahoChil	Kantu	Kasong	Katu	Kensiw	KhaPhong	Khamet	Khang	Kharia	Khasi	Khme	Khmer	Khmu	KorCua	Korku	Ksinmul	Kui	KxinhMul	LaoKatu	Liha	MBunong	MDip	MRolom	Ma1	Ma2	Mak	Malieng	Mane	Mang	Mangan	Mlabri	Mon	Mundari	MuongKoi	Nancawri	Neu	Nge	Nhaheun	Nyakur	Ong	Oy	Pakoh	Paliu	Pangpin	Panong	Parengi	Phong	PhongV	Plang	Pray	Rengao	Ruc	Rumai	Samre	Santali	Sedang	Semai	Semelai	SemoqBeri	Shuangdiang	So	Sora	Sre	Stieng	Taoi	Taoih	Tariang	Temiar	Tempuan	Thavung	ThavungSo	ThoMon	Tri	Tuum	Veh	Vietnamese	Wa	Yongde
2_ashes	pɦ/pʱ u	b u ɲ	h ə j o k	p ɔ h	u g	b â/a h N/⁵	b â/a h	s e T/¹⁵ ³¹	t i + s u m	ph/pʰ o h C/³	p ɔ h B/²	b u h	p l ä/e ³³	b l ɔ	k ə f a ŋ	b l ɔ		ɲ ɔ ʔ ²	p lw/lʷ a	l uo k	b l ɔ + t a n u h L/⁵⁵	p ɔ t ³³ + l u ³³ + ŋ a	b ɔ̂/ɔ	h a r a ŋ	ʔ a b u ʔ + ʔ ɔ s	p l ɔ ³³	l u ŋ + l o k	b r u k	a k o b	ph/pʰ ɛ h	b lw/lʷ a	k ə b u h	b l ɔ	p a ʔ u A/¹	b ʔ l ɔ	t a p i p	b u ɲ C/³	ŋ ɛ ʔ ⁵³	ʔ e ⁴⁵	kh/kʰ a r o m	d y p ei	ŋ i ʔ ⁵³	ph/pʰ ə h	b ɔ h	b l ɔ	h o b	ʔ ə b o h	ph/pʰ â/a ʔ N/⁵	b ɔ h ⁴⁵		b ɔ n ⁴³ + b ɔ n ³³	b u h	b u h		k ə p u r	k ə bh/bʰ ɔ k	b ɔ ʯ	t a p ɛ ²⁴ + t ɛ n ⁴⁴	j u B/² ¹	b ə ³¹ + j ɨa ⁵⁵³	a ³³ + n i ʔ ⁵⁵	b ɔ h	p a t e ŋ	t o r oe ʔ	p u ɲ	h i t ᵻ́/ɨ j	ph/pʰ â/a ʔ	b ɔ h	b r u k	p ə t i ɲ ¹	b ɔ h B/²	t u h	ʔ ə b ɔ h	m b ei ⁵⁵		l ɔa ʔ		b ɔ h	b u ɲ ²⁴	k a ³¹ + ɲ u ³³	m ph/pʰ u n + kw/kʷ a h	b l o T/¹⁵	t ə p ɛ h	k ə ⁵⁵ + f a ŋ ⁴¹²	p ɔ h A/¹	t o r o c/ts	c/ts ɔi T/¹⁵	g ŋh/ŋ̊ ə l	h a b u ʔ	t ə p ə h	ŋh/ŋ̊ i ³³		k ú/u m a b	b u h	s ə + ʔ o ɲ	b ɔ C/³	b ɔ h	b l ɔ	h a b u g	mh/m̥ ə w	b u n B/²	k a t u n + b u n ²	b u n ³³	b ɔ ʌ h	b u ɲ ⁴⁵	b l ɔ	t r o	ɲ au ʔ	ɲ i ⁵⁵
30_flyv	p a r	p a l	p a r	p ɨ r	u r̥	p a r N/⁵	p a r	th/tʰ u ³¹	k i + t ɨ k	h ɨ j A/¹	h ɨ j A/¹	p a r	p ə l ³⁴	p a r	ph/pʰ r u	p a	ph/pʰ o ⁵¹	p u l ¹	ʔ n a ŋ	p a r	p a r	ph/pʰ ɨə ⁵⁵	h a m p ɔ̂/ɔ r		k a p ɨ j	p a l ³³	t ə p a l T/¹⁵	p a r	u ḍ/ɖ i	h ʌ r	h n a ŋ	p a r	ʔ i + p a r	h ɔ B/²	p a r	k a p ɨ j	p ɨ r ³³	ph/pʰ ə n ⁵⁵	p i l ⁵⁵	l e ŋ	h e r	ph/pʰ ə n ³³	h aə r	t ɨ r	p ə l	a ph/pʰ i r	p a l	p a r N/⁵	p a l ³³	p a r	p ə n ³³	m p a r	m h a l	p a r	p o r	p a r	p a r	p ə ɨ ²²	p ə h ³⁵	b a ɨ ⁵⁵	ph/pʰ ɨ n ⁵¹	p a r	p a w	a p i r	b a l ²	h ē/eː h + h a ŋ a	p a j B/²	p a r	p a n	ph/pʰ a r ¹	p a r	p a r	p a r	l j a ŋ ³³	ph/pʰ ə r ⁵¹	p a r		p a r	p i l ²⁴	p ə h ⁵¹	ph/pʰ a r	p a r T/¹⁵	p a rh/rʰ ¹	p ɨ ⁵⁵	h ɨ A/¹	u ḍ/ɖ e w	k ə n ia ŋ T/¹⁵	h ɛ k ŋ	p ə r	k a p ə j	ph/pʰ ɨ r ³³	p ɛ l	e ŋ	p a r	p a r	p a r A/¹	p a r	p a r	h e g	p a r	h u l B/²	ʔ a p ɛ n ²	p a n ³³	p a r	p ə l ⁴⁵	p a r	b a y	p u	ph/pʰ ɨ r ³³
31_foot	c/ts ɦ ɨ ŋ	c/ts ì/i ɲ	dʑ ə ŋ	j i ŋ	t i ks/kˢ u ŋ	ʔ ə j ə ŋ N/⁵	ʔ a ʔ j ɨ ŋ	j u ŋ ³¹	r̥ ə n	k ə c/tsʰ o p C/³	ch/tsʰ o p B/²	dʑ ə ŋ	k a ŋ ³⁴³	dʑ ɨ ŋ	dʑ ə ŋ	dʑ e ŋ L/⁵⁵	tʃ e ŋ ⁵¹	c/ts o ŋ ²	c/ts ia ŋ	dʑ o ŋ B/²	dʑ e ɲ L/⁵⁵	tɕ e ŋ ³³	h a n c â/a ŋ	dʑ ɔ ŋ	c/ts a n	n a j + dʑ o k ³¹	dʑ ɔ ŋ L/⁵⁵	ɟ ɨ ŋ	p a d oi + dʑ i ɲ	c/ts ə̂/ə ŋ	c/ts iə ŋ	dʑ ə ŋ	ʔʒ/ˀdʑ u ŋ	s i ɲ C/³	j u ŋ	c/ts a d n	c/ts i ŋ ³³	tɕ e ŋ ³¹	z ɨ ŋ ⁵⁵	k a ṭ/ʈ a	k y nʒ/ⁿdʑ a t	ʔ a ³¹ + k u t ³³ + tɕ	dʑ aə ŋ	dʑ ɨə ŋ	dʑ o k	n a ŋ g a	z u ŋ	ʔ j ɨ ŋ N/⁵	z u ŋ ³³	j u ŋ	c/ts i ɲ ⁴³	dʑ ə ŋ	dʑ ə ŋ	dʑ a ŋ	ʔʒ/ˀdʑ ə́/ə ŋ	d j ə ŋ	ə j ə ŋ	k a d a ŋ ¹⁵ + c i ŋ ³	tʃ u ŋ ³¹	c/ts ua ŋ ³¹	tɕ iə ŋ ⁵¹	dʑ ə ŋ	dʑ o ŋ	k a ṭ/ʈ a	c/ts ə n ²	l â/a h	s ə ŋ	j u ŋ	dʑ i ŋ	ch/tsʰ u ŋ ²	j ɨ ŋ	dʑ ɨ ŋ	ʔ j ɨ ŋ	j ɔ ŋ ⁵⁵	ʃ e ŋ ⁵¹	c/ts i k	p a l a	j u ŋ	c/ts i ŋ ²¹	tɕ u ŋ ⁵¹	c/ts e ŋ	dʑ e ŋ L/⁵⁵	c/ts i ŋ ²	ʒ́/dʒ â/a n ⁵¹	s i ɲ B/²	dʑ a ŋ g a	c/ts ia ŋ L/⁵⁵	dʑ u k ŋ	dʑ ɔ ŋ	dʑ o ŋ	tɕ e ŋ ⁵¹	j ɨ n	dʑ ʔ e ŋ	dʑ ə ŋ	dʑ ə ŋ	j ɨ ŋ A/¹	dʑ u ŋ	c/ts ə k ɔ ŋ	dʑ u k	c/ts u ŋ	c/ts i ŋ F/⁵¹	c/ts i ŋ ³	k a ŋ ⁴³	a j ɨ ŋ	c/ts i ɲ ³³	dʑ o ŋ	ch/tsʰ â/a n	c/ts au ŋ B/²	tɕ e ŋ ³³
32_full	pɦ/pʱ i ŋ	p ầ/a ɲ	ʔ b e ɲ	k ä/e n		p a n B/²	p ʌ ɲ L/⁵⁵	m ou T/¹⁵ ³³	l ə p + ŋ ə	t ɛ A/¹	t a A/¹	b e ɲ	b l a m ³³	b i ŋ	n o ʔ	b e g ŋ L/⁵⁵	n o k ⁵⁵	lh/l̥ ə m	b i ŋ	b i ŋ B/²	b i ɲ L/⁵⁵	n ɔ k ³¹	g a b â/a j		s ə b e m	b ʔ i k ⁴³	b i ŋ L/⁵⁵	b i ŋ	p u r a	p î/i ɲ	p i ŋ	b e ŋ	b i ŋ	p ɔ ŋ C/³	b i ŋ	h a p u d n	p a c ¹³	n o k ⁵³	k i n ⁴⁵	bh/bʰ o r e	d a p	n o k ³³	b ə ɲ	k i ɲ	v i k		ʔ k i ɲ	p i h N/⁵	k i ŋ ³³	b i ŋ	b l a m ³³	b e ŋ	b e ŋ	b e ŋ	b i ɲ	d o	ʔ p l a n	m l a m ⁴³	n u k ⁵¹	l a p ⁵¹	n uə k ⁵¹	p ua k	p a ɲ	p u r a	d ə j ¹	p o sh/sʰ	p ie n	p ə ɲ	b i ŋ	p i ɲ ¹	p ɔ ɲ	b i ŋ	b i ɲ	l a n ³¹	n o k ⁵¹	b i k	b o r i ʔ		b l a m ²⁴	nʰ o k ³³	p i ʔ	b i ŋ L/⁵⁵	b l a m ¹	n o k ⁵⁵	p uə ŋ B/²	p e r e dʑ	p ɛ ŋ L/⁵⁵	t ə b e k	s ə b ə ɲ	t ə b i ŋ	n ɔ k ⁵¹		b a r i dʑ	b e ŋ	b e ŋ	p ɛ ɲ ʔ A/¹	b i ŋ	b i ŋ	t ə b i k	p ɛi ɲ	b ə l	p a s i ³	l a m ⁴³	p ə ɲ	b l a m ⁴⁵	b i ŋ	ɗ ầ/a y	n au k B/²	n ɔ p ¹³
33_give	ʔ a m	c/ts ʌ	ʔ a n	d ɛ	b e ʔ	ʔ ɔ n N/⁵	j o n T/¹⁵	t a T/¹⁵ ³⁵ + t i ⁵⁵	k e k	ʔ ɨ t A/¹	ʔ ɨ t A/¹	ʔ a n	c/ts ə ³³	d ɔ ŋ	d ɛ̌/ɛ h	ʔ a m	t ai ⁵¹	t o ¹	ʔ a m	a m	ʔ ã m	w a ⁵⁵	m â/a	ʔ ɔ k	ʔ ɛ k	d o ³⁵	d o h L/⁵⁵	ʔ a m	ḍ/ɖ i ɲ	ʔ ɔ j	ʔ a m	ʔ ai	ʔ i d ä/e ŋ	ʔ ɨ h A/¹	d ʔ â/a ŋ	ʔ e k	c/ts ə n ³³	th/tʰ o ³⁵	d ɨ ⁴⁵	t e r	ai	th/tʰ o ³³	ʔ ao j	ʔ a n	ʔ a m	i	m a h	ʔ a n N/⁵	m a h ⁵	d ʔ ɔ ŋ	c/ts ə ³³	ʔ a n	ʔ a n	ʔ a n	d ɨə p	d ə p	j o ə n	c/ts ə ³³	k a ʔ ³³	ʔ ɔ ʔ ⁵¹	h a ³³	m a ʔ	k ui w	o m	c/ts o ²	k u á/a m	ʔ ɔ n	ʔ d ɔ ŋ	ʔ ə m	k u l ¹	ʔ j o n B/²	ʔ a m	d ɔ ŋ	t ɔ ⁵³	f a ³¹	d ɨə	t a ʔ j		c/ts ə ²⁴	k a ³¹	ʔ ɔ n	ʔ a m T/¹⁵	c/ts ə ¹	d ʌ h ⁵¹	ʔ uə k C/³	e m o ʔ	ʔ a m T/¹⁵	ʔ ɔ k	h a ʔ g i ʔ	h a h g i ʔ	ʔ ɔi ⁵¹	ʔ ɔ n	t i j	ʔ ai	ʔ a n	j o n C/³	d ɔ ŋ	dʑ u n	ʔ o g	ʔ ɔ n	ʔ û/u t B/²	ʔ u n	c/ts ɔ ³³	o n	c/ts aə ³³	d ʔ o h	ch/tsʰ o	t ɔ ʔ	d ai ⁵¹
34_good	d i	ʔ iə m	l iɛ m	n ɔ̆ + k	b a n i	ʔ â/a N/⁵	ʔ ɔ	l ɨ ³¹	l ə k	d i A/¹	d i A/¹	j a h	ʔ ə l ³⁴	l i m	mh/m̥ ə m	l e b m	ʔ ə ⁵⁵	ch/tsʰ a k ¹	l e m	l iə m	l ɛ m	j ɔ ŋ ³³	l â/a w	ʔ a g a n	b ə t ʔ ɛ t	l ɛ p ³¹	l ia m T/¹⁵	r ə p		c/ts iə	l e m	n ie m	l a w ʔ	d i A/¹	l ie m	b ə ʔ ɨ t	kh/kʰ ʌ k ³³	ɲ ɔ ŋ ³¹	ʔ ə m ³⁵	k ɛ l ɔ m	b a + bh/bʰ a	ɲ ɔ ŋ ⁵¹	l ə ʔ ɔ	l ə ʔ	s a j	a j n	t u h	ʔ â/a N/⁵	l ɔ ³³	t i k	kh/kʰ ɛ u ³⁴	ʔw/ˀw ɛ h	w ɛ h	g a l	n e m	n iə m	ɔ	th/tʰ o t ¹⁴	nʰ ɔ m ³⁵	c/ts ɨa ⁵¹	j y a ŋ ⁵¹	p j a + k l e	kh/kʰ ui h	b u g i	s o c ³	t u + l ə́/ə ŋ + h a t + s i	ʔ ɔ	j iə m	kh/kʰ a k	h n a p L/⁵⁵	ʔ o B/²	d i	ʔ ɔ	l au ³³	j ua ŋ ⁵⁵	l ɛ p	l e ʔ n	j a c/ts	kh/kʰ a k ⁴⁴	nʰ ɔ m ³³	r ɔ ʔ	l e m L/⁵⁵	h ai ¹	p e n ⁵⁵	d i A/¹	b o g e	l ɛ m T/¹⁵	b ɔ r	ʔ l ɛ m	ʔ i l o ʔ	ɲ ɛ m ⁵¹		b a ŋ + s a	n ia m	k l a ɲ	ʔ ɔ C/³	l a w ʔ	t ə l	m e dʑ	d ʔ a ʔ	kh/kʰ a k	d i ³	s o t ⁴¹	ɔ	h l a n ²¹²	l ie m	t ɸ́/ɸ t	mh/m̥ ɔ m	j o ŋ ³³
35_green	s i w		dʑ ə k	kh/kʰ iu			r a m ɔ ŋ L/⁵⁵	ç a ŋ ³¹		s i A/³⁴ + kh/kʰ ia w A/¹		s a ɲ		t ə w ia ŋ	ɲ ia r	d r e h L/⁵⁵	ŋ ɛ n ³³	ŋh/ŋ̊ a ²	dʑ i ŋ	d r i h	ŋ i t	tɕ a ŋ ³³ + ŋ a l ³³	g a c î/i ə w		b ə l ʔ ɛ ɲ	nʰ e j ³⁵ + l a ³³	d r i h T/¹⁵	k ə c ɛ ʔ	b o r o n l a g	kh/kʰ î/i w	dʑ i h	d a ʔ + nh/n̥ a + c/tsʰ i		w e t C/³	t ə w ie ŋ	b a l ʔ u dʑ ɲ	s ə r ɛ w ⁴³⁴	kh/kʰ i ou ³⁵				h i o ³³	s r ə ŋ a t	s i w		n i l a	l e	kh/kʰ e w N/⁵		s u t + m o ŋ	s a ɲ ³³	nd/ⁿd r e h	n ʔ ə r + lh/l̥ a + s i	p iə k	p ie k + n a + dʑ u	r ə m e t + p e h	c/ts ie w	s ɛ ŋ ⁴⁴	kh/kʰ e u ³⁵	v a ŋ ⁵⁵	s i ³³ + ŋ iɛ n ³³	b ɨ n + l i ŋ	s a ŋ ea k	g a d e d	s e ɲ ²	c/ts u ŋ u á/a	kh/kʰ e w	m u ŋ	g j ɛ ʔ	l ə c ɔ k L/⁵⁵	m o ŋ B/²	kh/kʰ ia w		ç a ŋ ⁵⁵	ŋ ɛ r ³¹		n i l i		h ɛ w ²⁴	kh/kʰ iu ³³	s i	h ə d r i h L/⁵⁵	ç e ŋ ¹	n i ɨ ⁵⁵	w i t B/²	h ə r i j ə r		b l a ʔ ɨ r			lh/l̥ ə ŋ ⁵¹		g ə n	t ə l i r + ɲh/ɲ̊ ə k	n ɨ l	m o ŋ ʔ A/¹	a m ua ŋ T/¹⁵	p ə ŋ i l	b l a ʔ ö/o g	ks/kˢ ai ʔ		s a l ɛ w ²	s ɛ ŋ ⁴³	s iə u	kh/kʰ ia w ⁴⁵	ɲ i l	x a nh/n̥	k l ai	ŋ ɛ m ⁵¹ + k r u ³³
36_hair	s ɔ k	u th/tʰ u k	s ɔ k	d ɔ ŋ	u g + b o g	s ɔ ʔ N/⁵	s ɔ k	s a k T/¹⁵ ⁵⁵	k ɨ + j ə	k ə s u k A/¹	s u k A/¹	s o ʔ	s u k ³⁴	s ua k	h u ʔ	s a k	s u k ³³	h ə k	s ə́/ə k	s o k B/²	s a k L/⁵⁵	ɟ u k ⁵⁵	s a m g l â/a j	s ɔ k	s ɔ k	s ɔ k ³⁵	s u k T/¹⁵	s o k	dʑ u ɳ ṭ/ʈ a	s â/a ʔ	s ə k	s ɔ ʔ	s ɔ k	s u k A/¹	s ɔ k	s o k	k əi ⁴³ ʔ	s u k ⁵³ + kh/kʰ i ŋ ⁵⁵	ph/pʰ o m ⁴⁵	u l ui	sh/sʰ ɲ iu h	s u k ³¹ + kh/kʰ i ⁵⁵	s o k	g l ə ʔ	h l o k	h u b	s o k	s ɔ ʔ N/⁵	s ɔ k ³⁵	s e k	s o k ³⁴	s ɔ k	s ɔ k	s ɔ k	s ɔ ʔ	s ɔ ʔ	ch/tsʰ o k	k əi ⁵²ˀ/⁵²	h ɨ k	h ɔ k ⁵⁵	s u k ³³ + kh/kʰ i k ⁵⁵	k u l + m u j	s o k	u b	s a k ³	j é/e h	s ɔ ʔ	s o k	s ɔ k	ch/tsʰ ɔ k ¹	s ɔ k	s ɔ k	s o k T/¹⁵	s u k ⁵³	s u k ³¹	s o ʔ	t i ʔ k a j	ks/kˢ ɔ ʔ	s u k ⁴⁵	h ɨ k ⁵¹	ɲ s o k + k ɨ ʔ	s a k L/⁵⁵	u ç u k ³	h ə k ⁵⁵ + k ɛ n ⁵¹	s u k A/¹	u p	s a k L/⁵⁵	s ɔ k	s u k	s u k	s u k ³¹ + kh/kʰ i k ³³	s ɔ k	u p + p ɨ r	s ɔ ʔ	ch/tsʰ ɔ k	s ɔ k A/¹	s o k	s o k	s o g	s ɔ k	s ɔ k B/²	s ɔ k ¹	s a k ³¹	s əʌ k	s o k ⁴⁵	s ɔ k	t ó/o c/ts	h a ɨ k	s u ³¹ + kh/kʰ e k ⁵⁵
37_hand	t i	th/tʰ ɪ	t i	t i	t i + t i	ʔ ə t ʌ j N/⁵	ʔ a t i T/¹⁵	t ie ⁵⁵	t i	t i A/¹	t i A/¹	t i	s i ³⁴ ʔ	t i	t ai	h ə d i ŋ	th/tʰ i ⁵¹	t ai ʔ ¹	l ɔ k	t i B/²	t i L/⁵⁵	th/tʰ i ⁵⁵	t â/a j	t i ŋ	c/ts j a s	t i ³³	t i L/⁵⁵	t ə j	i t i	d a j	l ɔ k	t e	t ə j	t i A/¹	t ʌ j	c/ts a s	s i ¹³ ʔ	th/tʰ i ʔ ⁵³	t i ³⁵	t i g	k t i	th/tʰ i ⁵¹	ṭ/ʈ a j	t i ʔ	t i	t i	k ə s a p	t e N/⁵	t a j ³³	t ə j	s əi ³³	t i	t i	t i	t i	t i	k ə t i	k a d a ŋ ²³	t i ʔ ³⁵	ʔ ɛ ŋ ³⁵	th/tʰ i ⁵¹	t i ʔ	t ai	t i	s a j ²	t á/a j	t i	t a j	t i	t ɛ j ¹	t i B/²	t i	ʔ ə t i	t i ⁵⁵	dh/dʰ i ⁵¹	t a j	p o ḍ/ɖ o m	t ə j	s i ²⁴	t i ⁵¹	th/tʰ i	t i L/⁵⁵	ç i ¹	t ai ⁵¹	t i A/¹	t i	t ai L/⁵⁵	t ə k ŋ	th/tʰ i	t i	th/tʰ i ⁵¹	ʔ a t i	s ʔ i	t e	t i	t i A/¹	t ə j L/⁵⁵	t i	t i k	t a j	s i		s ai ⁴	a t i	s ə j ⁴⁵	t i	t a y	t ai ʔ	th/tʰ ei ³³
38_head	k ɦ ɨ	u l u k	k ə l	k l a k		ph/pʰ l ʌ N/⁵	p l ə T/¹⁵	p ə T/¹⁵ ⁵⁵ + b o p ³¹	k u j	t o t A/¹	t â/a o t A/¹	k ə m b o ʔ	k l o k ³¹	p l ə	k i ŋ	g ɔ L/⁵⁵	kh/kʰ i k ⁵⁵	k ai ŋ ¹	k ə́/ə	k o l B/²	g a w L/⁵⁵	n + th/tʰ ɔ k ³³	g l â/a j	k ɔ j	k u j	k ə́/ə l ³³	k a l L/⁵⁵	t u dʒʰ	b o k o b	k b a l	k ə	g ə l	ʔ a k ɔ ʔ	t o h A/¹	ʔ ə k ɔ ʔ	k u j	k a l o k ³³	kh/kʰ i ŋ ⁵⁵	k l a k ³⁵	b o k o b	kh/kʰ l i h	h i ³³	k ə p a l	k ə m p o ŋ	ʔ a k ɔ h	k a p a r	ʔ ə l u	p l â/a N/⁵	ʔ ə l u ³³	p l o	k l o k ³¹	b o k	b o k	b o k	g ə́/ə l	g a l	p l ə	k u l o k ¹⁴	n t ɔ ŋ ³⁵	c/ts ɨ n ³¹ + l ɔ ⁵¹	kh/kʰ i k ⁵¹	g l ə	k a ḍ/ɖ ui p	b o ʔ	t l o k ³	k ú/u j	p l â/a	p l ə	t u dʒʰ	k ə d ə p ¹	p l ɔ	t u dʒʰ	p l o L/⁵⁵	m b u ⁵⁵	kh/kʰ i k ⁵⁵	g ə́/ə l	b a ʔ m	ʔ ɔ ʔ	k l o k ²¹	k a ³¹ + t ɔ ŋ ³³	k ɨ ʔ	g a l L/⁵⁵	k u l uo k ⁴	k ɛ n ⁵⁵	t u h A/¹	b o h o ʔ	k ɔ L/⁵⁵	k u j	kh/kʰ o j	k o j	kh/kʰ i k ³³	p l ə	b ʔ o b	b o	b o k	p l ɔ A/¹	p l o L/⁵⁵	t u s	k u j	k o l	ʔ ɔ k B/²	ʔ ɔ k ²	ṭ/ʈ o k ³¹	p l ʌ	k l o k ²¹²	k ə l	ɗ ầ/a u	k ai ŋ	kh/kʰ e k ³³
39_hear	n t ɔ ŋ	a j ầ/a m ʔ	k ə t ə ŋ	ʔ a l	ɔ ŋ	s â/a ŋ N/⁵	h ɨ m T/¹⁵	w ɔ ³¹ + c a ⁵⁵	h a ŋ	s a ŋ A/¹	s a ŋ A/¹	c/ts a ŋ	ŋ ɛ t ³³ + c o ³¹	s ə ŋ	j u + k ə ŋ ɛ u	t ə ŋ L/⁵⁵	ŋ ɛ t ⁵⁵	mh/m̥ ɔ ŋ ¹	ŋ g i ŋ + h l ɔ ʔ	ɲ o ŋ B/²	t a ŋ L/⁵⁵	n + ŋ e ŋ ⁵⁵ + ɔi ³³	d û/u ɛ		k ə dʑ e ŋ	t ə́/ə k ³¹ + t a l ³³	ɲ a ŋ L/⁵⁵	s ʌ ŋ	o ŋ	l ɨ	t ə ŋ + h l ɔ ʔ	k l ɔ	ʔ i s ə ŋ	ʔ i n A/³⁴ + s a ŋ A/¹	s ʌ ŋ	g ə dʑ e ŋ	ŋ i t ¹³ + c ɨ ŋ ³³	n a m ³⁵	ʔ a l ³³ + ɲ ɨ ³²⁴	ɔ n + dʱ ɔ r	s ŋ o w	n a m ³³	ɭ ɨ	m e c/ts	t ə m ɛ ŋ + h l ɔ ʔ	a ɲ + dʒ u m	ʔ a l	s â/a ŋ N/⁵	ʔ a l + d iə ³³	s e ŋ	ŋ ɛ ³³ + kh/kʰ ə ɨ ⁴³	t a ŋ	ʔ iɛ t + t a ŋ	t ɔ ŋ			s ə ŋ a t	ŋ i t ¹⁴ + ṭ/ʈ o k ¹⁴	m o ŋ ³⁵	t i ŋ ⁵¹	k au ⁵¹	m ə t	m i ŋ	a j u m	m a ŋ ²	j á/a ŋ	c/ts ə ŋ ə t	s ɨ ŋ	s ʌ ŋ	kh/kʰ ə m ɨ ŋ ²	s ʌ ŋ	h ə d ə ŋ	h o m L/⁵⁵	c/ts ə n ⁵³	k au ⁵¹	t ə k + ʔ l ɔ ʔ	ḍ/ɖ a r	f a ŋ	t i l ²¹ + ŋ ɛ ²⁴	mh/m̥ ɔ ŋ ³³	m e c + ɲ ɛ ŋ	t a ŋ L/⁵⁵	c/ts a m a ŋ ¹	t ə ⁵⁵ + ŋ ia u ⁴¹²	s a n a m C/³	dʑ o m	t a ŋ L/⁵⁵	g ə r t e k	ʔ j ə ŋ	p ə j ɔ ŋ	ʒ́/dʒ ia k ³¹ + ʈʂ a m ³	s ə ŋ	a m d á/a ŋ	k ə n ɔ	t a ŋ	s a ŋ A/¹		s ə ŋ	k ə j ɔ k	k ə t a ŋ	ʔ a ʔ p ə ŋ ʔ	ʔ a p a ŋ ³	m a ŋ ⁴³ + th/tʰ əi ³⁴³	s ʌ ŋ	ŋ ɛ ⁴⁵	t ʌ ŋ + t ə j	n gh/gʰ e	mh/m̥ o ŋ	ʔ ɲ ei t ³¹ + tɕ o ⁵
3_bark	h ə m b ɔ k	a d a h	h m ɔ k	k ɨ n r ɔ ʔ	u s a		nd/ⁿd â/a h	b u ŋ ⁵⁵		k ə k ɔ ʔ A/¹	k â/a ʔ A/¹	h m ɔ ʔ	p ä/e ³⁴³ˀ/³⁴³	n a k	g ɔ ʔ	k ə m u ʔ	ʔ ə p ³³			m uo k	k a nh/n̥ a h		h a m p ɛ̂/ɛ r	k ə t u ʔ		p a l ³³	k ə d u h	h m ɔ k	k a l o b	s m â/a ʔ	m w a k	n t ɔ	ʔ ə ŋ k a r	t a k r u B/²	ŋ k a r	k a t ə ʔ	k a b ɔ k ³³	p a k ¹³	k a p ⁴⁵	k a l o b	s n e p	ʔ a ³¹ + k u ³³	s ə m p ɔ k	s ə ŋ kh/kʰ r a ʔ	k a d u h	i s l i	b ɨ ŋ	m p ua ʔ B/²	d ɔ h ⁴⁵	k a r	p ɔ o ŋ ⁴³	n kh/kʰ ɔ p	nd/ⁿd o	k o p	d o h	d o h	s ə n ɔ ʔ	k ə p ɔ k ³³	h l u ʔ B/² ²	d ɔ ³¹ + h ɔ ³⁵	s i ⁵⁵ + kh/kʰ r ua k ⁵¹	g u + g u	s a k o w	h a r t a	d a ²	ʔ y k	s ə l ɔ ʔ	nd/ⁿd ɔ h	h m ɔ k	ŋ k uə r	nd/ⁿd r ɔ h	m b ɔ k		m b u ŋ ⁵⁵	g u ⁵⁵		u s a l	k p ɔ r + s ʔ u ŋ	p ɔ ŋ ⁴⁴	g u ⁵¹ + s i ³¹	ŋ kh/kʰ a ʔ + l a m	h m o k T/¹⁵	k ə d u h	g â/a k ⁵⁵ + h âi/ai ⁴¹	s a b ɔ k B/²	h a r t a	k ə m oa L/⁵⁵	c/ts k ɔ p	k u l i t		g u ⁵¹ + s i ³¹	n t o ʔ	k ú/u r a ŋ	k ə mh/m̥ o	k o p	n r ɔ h A/¹	t r o h	m ɔ k	s e n k ɔ ʔ	mh/m̥ o k	kh/kʰ a ʔ + b ɔ h		t a ⁴³	ŋ k a p	p ao ŋ ³³	g ə d ɔ h	v o ʔ	h l o ʔ	ʔ ɔ p ³³ + s i ⁵⁵
