ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
PnarJaintia-31_drink-1,,PnarJaintia,31_drink,diʔ,diʔ,d i ʔ,,Nagaraja2013,31_drink_a,False,^d i ʔ$,default
WarLamin-31_drink-1,,WarLamin,31_drink,deʔ,deʔ,d e ʔ,,Nagaraja2013,31_drink_a,False,^d e ʔ$,default
Palaung-31_drink-1,,Palaung,31_drink,teəŋ,teəŋ,t e ə ŋ,,Nagaraja2013,31_drink_b,False,^t e ə ŋ$,default
Khmu-31_drink-1,,Khmu,31_drink,ʔɨək,ʔɨək,ʔ ɨ ə k,,Nagaraja2013,31_drink_c,False,^ʔ ɨ ə k$,default
Khasi-32_dry-1,,Khasi,32_dry,rkʰiaŋ,rkʰiaŋ,r kʰ i a ŋ,,Nagaraja2013,32_dry_a,False,^r kʰ i a ŋ$,default
Lyngngam-32_dry-1,,Lyngngam,32_dry,riəŋkʰoŋ,riəŋkʰoŋ,r i ə ŋ kʰ o ŋ,,Nagaraja2013,32_dry_a,False,^r i ə ŋ kʰ o ŋ$,default
PnarJaintia-32_dry-1,,PnarJaintia,32_dry,raw,raw,r a w,,Nagaraja2013,32_dry_b,False,^r a w$,default
WarLamin-32_dry-1,,WarLamin,32_dry,rhɪəŋ,rhɪəŋ,rʰ ɪ ə ŋ,,Nagaraja2013,32_dry_a,False,^rh ɪ ə ŋ$,default
Palaung-32_dry-1,,Palaung,32_dry,"raj, roh",raj,r ai̯,,Nagaraja2013,32_dry_c,False,^r aj $,default
Palaung-32_dry-2,,Palaung,32_dry,"raj, roh",roh,r o h,,Nagaraja2013,32_dry_c,False,^r o h$,default
Khmu-32_dry-1,,Khmu,32_dry,həntaŋ,həntaŋ,h ə t a ŋ,,Nagaraja2013,32_dry_d,False,^h ə n t a ŋ$,default
Khasi-33_dullblunt-1,,Khasi,33_dullblunt,isiʔ,isiʔ,i s i ʔ,,Nagaraja2013,33_dullblunt_a,False,^i s i ʔ$,default
Lyngngam-33_dullblunt-1,,Lyngngam,33_dullblunt,ɟosmoʲt,ɟosmoʲt,ɟ o s m oi̯ t,,Nagaraja2013,33_dullblunt_b,False,^ɟ o s m oʲ t$,default
PnarJaintia-33_dullblunt-1,,PnarJaintia,33_dullblunt,tʰla,tʰla,tʰ l a,,Nagaraja2013,33_dullblunt_c,False,^tʰ l a$,default
WarLamin-33_dullblunt-1,,WarLamin,33_dullblunt,len,len,l e n,,Nagaraja2013,33_dullblunt_d,False,^l e n$,default
Khmu-33_dullblunt-1,,Khmu,33_dullblunt,daːl,daːl,d aː l,,Nagaraja2013,33_dullblunt_e,False,^d aː l$,default
Khasi-34_dust-1,,Khasi,34_dust,pum-pum,pum-pum,p u m + p u m,,Nagaraja2013,34_dust_a,False,^p u m - p u m$,default
Lyngngam-34_dust-1,,Lyngngam,34_dust,pum-pum,pum-pum,p u m + p u m,,Nagaraja2013,,True,^p u m - p u m$,default
PnarJaintia-34_dust-1,,PnarJaintia,34_dust,dʒl̩pʰoʔ,dʒl̩pʰoʔ,dʒ l̩ pʰ o ʔ,,Nagaraja2013,34_dust_b,False,^dʒ l̩ pʰ o ʔ$,default
WarLamin-34_dust-1,,WarLamin,34_dust,tjəlpʰʊʔ,tjəlpʰʊʔ,t j ə l pʰ ʊ ʔ,,Nagaraja2013,34_dust_b,False,^t j ə l pʰ ʊ ʔ$,default
Palaung-34_dust-1,,Palaung,34_dust,kərboh,kərboh,k ə r b o h,,Nagaraja2013,34_dust_c,False,^k ə r b o h$,default
Khmu-34_dust-1,,Khmu,34_dust,bɔh,bɔh,b ɔ h,,Nagaraja2013,34_dust_c,False,^b ɔ h$,default
Khasi-35_ear-1,,Khasi,35_ear,ʃkor,ʃkor,ʃ k o r,,Nagaraja2013,35_ear_a,False,^ʃ k o r$,default
Lyngngam-35_ear-1,,Lyngngam,35_ear,ləkur,ləkur,l ə k u r,,Nagaraja2013,35_ear_a,False,^l ə k u r$,default
PnarJaintia-35_ear-1,,PnarJaintia,35_ear,tʃkɔr,tʃkɔr,tʃ k ɔ r,,Nagaraja2013,35_ear_a,False,^tʃ k ɔ r$,default
WarLamin-35_ear-1,,WarLamin,35_ear,təraŋ,təraŋ,t ə r a ŋ,,Nagaraja2013,35_ear_b,False,^t ə r a ŋ$,default
Palaung-35_ear-1,,Palaung,35_ear,hjɔɁ,hjɔɁ,h j ɔ ʔ,,Nagaraja2013,35_ear_c,False,^h j ɔ Ɂ$,default
Khmu-35_ear-1,,Khmu,35_ear,rməːj,rməːj,r m əː j,,Nagaraja2013,35_ear_d,False,^r m əː j$,default
Khasi-36_earth-1,,Khasi,36_earth,kʰɨndew,kʰɨndew,kʰ ɨ d e w,,Nagaraja2013,36_earth_a,False,^kʰ ɨ n d e w$,default
Lyngngam-36_earth-1,,Lyngngam,36_earth,kmiəŋ,kmiəŋ,k m i ə ŋ,,Nagaraja2013,36_earth_b,False,^k m i ə ŋ$,default
PnarJaintia-36_earth-1,,PnarJaintia,36_earth,kʰndaw,kʰndaw,kʰ d a w,,Nagaraja2013,36_earth_c,False,^kʰ n d a w$,default
WarLamin-36_earth-1,,WarLamin,36_earth,pәrθa,pәrθa,p ə r θ a,,Nagaraja2013,,True,^p ә r θ a$,default
Palaung-36_earth-1,,Palaung,36_earth,kətɛ,kətɛ,k ə t ɛ,,Nagaraja2013,36_earth_d,False,^k ə t ɛ$,default
Khmu-36_earth-1,,Khmu,36_earth,pəteʔ,pəteʔ,p ə t e ʔ,,Nagaraja2013,36_earth_d,False,^p ə t e ʔ$,default
Khasi-37_eat-1,,Khasi,37_eat,baːm,baːm,b aː m,,Nagaraja2013,37_eat_a,False,^b aː m$,default
Lyngngam-37_eat-1,,Lyngngam,37_eat,bɨnnəŋ,bɨnnəŋ,b ɨ nː ə ŋ,,Nagaraja2013,37_eat_a,False,^b ɨ nn ə ŋ$,default
PnarJaintia-37_eat-1,,PnarJaintia,37_eat,bam,bam,b a m,,Nagaraja2013,37_eat_a,False,^b a m$,default
WarLamin-37_eat-1,,WarLamin,37_eat,bʊə,bʊə,b ʊ ə,,Nagaraja2013,37_eat_a,False,^b ʊ ə$,default
Palaung-37_eat-1,,Palaung,37_eat,hap,hap,h a p,,Nagaraja2013,37_eat_c,False,^h a p$,default
Khmu-37_eat-1,,Khmu,37_eat,mah,mah,m a h,,Nagaraja2013,37_eat_d,False,^m a h$,default
Khasi-38_egg-1,,Khasi,38_egg,pɨlleŋ,pɨlleŋ,p ɨ lː e ŋ,,Nagaraja2013,38_egg_a,False,^p ɨ ll e ŋ$,default
Lyngngam-38_egg-1,,Lyngngam,38_egg,pɨllɨŋ,pɨllɨŋ,p ɨ lː ɨ ŋ,,Nagaraja2013,38_egg_a,False,^p ɨ ll ɨ ŋ$,default
PnarJaintia-38_egg-1,,PnarJaintia,38_egg,pl̩leiɲ,pl̩leiɲ,p l̩ l e i ɲ,,Nagaraja2013,38_egg_a,False,^p l̩ l e i ɲ$,default
WarLamin-38_egg-1,,WarLamin,38_egg,sʔі,sʔі,s ʔ i,,Nagaraja2013,38_egg_b,False,^s ʔ і$,default
Palaung-38_egg-1,,Palaung,38_egg,kətəm,kətəm,k ə t ə m,,Nagaraja2013,38_egg_c,False,^k ə t ə m$,default
Khmu-38_egg-1,,Khmu,38_egg,kədoŋ,kədoŋ,k ə d o ŋ,,Nagaraja2013,38_egg_d,False,^k ə d o ŋ$,default
Khasi-39_eye-1,,Khasi,39_eye,kʰmat,kʰmat,kʰ m a t,,Nagaraja2013,39_eye_a,False,^kʰ m a t$,default
Lyngngam-39_eye-1,,Lyngngam,39_eye,kʰmat,kʰmat,kʰ m a t,,Nagaraja2013,39_eye_a,False,^kʰ m a t$,default
PnarJaintia-39_eye-1,,PnarJaintia,39_eye,kʰmat,kʰmat,kʰ m a t,,Nagaraja2013,39_eye_a,False,^kʰ m a t$,default
WarLamin-39_eye-1,,WarLamin,39_eye,mat,mat,m a t,,Nagaraja2013,39_eye_a,False,^m a t$,default
Palaung-39_eye-1,,Palaung,39_eye,ŋaj,ŋaj,ŋ ai̯,,Nagaraja2013,39_eye_b,False,^ŋ aj $,default
Khmu-39_eye-1,,Khmu,39_eye,mat,mat,m a t,,Nagaraja2013,39_eye_a,False,^m a t$,default
Khasi-40_tofall-1,,Khasi,40_tofall,hap,hap,h a p,,Nagaraja2013,40_tofall_a,False,^h a p$,default
Lyngngam-40_tofall-1,,Lyngngam,40_tofall,eŋaj,eŋaj,e ŋ ai̯,,Nagaraja2013,40_tofall_b,False,^e ŋ aj $,default
PnarJaintia-40_tofall-1,,PnarJaintia,40_tofall,hap,hap,h a p,,Nagaraja2013,40_tofall_a,False,^h a p$,default
WarLamin-40_tofall-1,,WarLamin,40_tofall,hərem,hərem,h ə r e m,,Nagaraja2013,40_tofall_c,False,^h ə r e m$,default
Palaung-40_tofall-1,,Palaung,40_tofall,rar,rar,r a r,,Nagaraja2013,40_tofall_d,False,^r a r$,default
Khmu-40_tofall-1,,Khmu,40_tofall,"grɔːj, ʰlon",grɔːj,g r ɔː j,,Nagaraja2013,40_tofall_e,False,^g r ɔː j$,default
Khmu-40_tofall-2,,Khmu,40_tofall,"grɔːj, ʰlon",ʰlon,ʰl o n,,Nagaraja2013,40_tofall_e,False,^ʰl o n$,default
Khasi-41_far-1,,Khasi,41_far,ɟŋaj,ɟŋaj,ɟ ŋ ai̯,,Nagaraja2013,41_far_a,False,^ɟ ŋ aj $,default
Lyngngam-41_far-1,,Lyngngam,41_far,ɟŋi,ɟŋi,ɟ ŋ i,,Nagaraja2013,41_far_a,False,^ɟ ŋ i$,default
PnarJaintia-41_far-1,,PnarJaintia,41_far,dʒŋai,dʒŋai,dʒ ŋ a i,,Nagaraja2013,41_far_a,False,^dʒ ŋ a i$,default
WarLamin-41_far-1,,WarLamin,41_far,ʧŋʊ,ʧŋʊ,tʃ ŋ ʊ,,Nagaraja2013,41_far_a,False,^ʧ ŋ ʊ$,default
Palaung-41_far-1,,Palaung,41_far,səŋaj,səŋaj,s ə ŋ ai̯,,Nagaraja2013,41_far_a,False,^s ə ŋ aj $,default
Khmu-41_far-1,,Khmu,41_far,ɟaːr,ɟaːr,ɟ aː r,,Nagaraja2013,41_far_b,False,^ɟ aː r$,default
Khasi-42_fatgrease-1,,Khasi,42_fatgrease,sŋaːʲd,sŋaːʲd,s ŋ aːi̯ d,,Nagaraja2013,42_fatgrease_a,False,^s ŋ aːʲ d$,default
Lyngngam-42_fatgrease-1,,Lyngngam,42_fatgrease,ɨmmir,ɨmmir,ɨ mː i r,,Nagaraja2013,42_fatgrease_b,False,^ɨ mm i r$,default
PnarJaintia-42_fatgrease-1,,PnarJaintia,42_fatgrease,kʰlaɲ,kʰlaɲ,kʰ l a ɲ,,Nagaraja2013,42_fatgrease_c,False,^kʰ l a ɲ$,default
WarLamin-42_fatgrease-1,,WarLamin,42_fatgrease,ləʔɒt,ləʔɒt,l ə ʔ ɒ t,,Nagaraja2013,42_fatgrease_d,False,^l ə ʔ ɒ t$,default
Palaung-42_fatgrease-1,,Palaung,42_fatgrease,kəmu,kəmu,k ə m u,,Nagaraja2013,42_fatgrease_e,False,^k ə m u$,default
Khmu-42_fatgrease-1,,Khmu,42_fatgrease,məːj,məːj,m əː j,,Nagaraja2013,42_fatgrease_f,False,^m əː j$,default
Khasi-43_father-1,,Khasi,43_father,kpa,kpa,k p a,,Nagaraja2013,43_father_a,False,^k p a$,default
Lyngngam-43_father-1,,Lyngngam,43_father,pa,pa,p a,,Nagaraja2013,43_father_a,False,^p a$,default
PnarJaintia-43_father-1,,PnarJaintia,43_father,pa,pa,p a,,Nagaraja2013,43_father_a,False,^p a$,default
WarLamin-43_father-1,,WarLamin,43_father,pa,pa,p a,,Nagaraja2013,43_father_a,False,^p a$,default
Palaung-43_father-1,,Palaung,43_father,kun,kun,k u n,,Nagaraja2013,43_father_b,False,^k u n$,default
Khmu-43_father-1,,Khmu,43_father,joŋ,joŋ,j o ŋ,,Nagaraja2013,43_father_c,False,^j o ŋ$,default
Khasi-44_tofear-1,,Khasi,44_tofear,ʃeptieŋ,ʃeptieŋ,ʃ e p t i e ŋ,,Nagaraja2013,44_tofear_a,False,^ʃ e p t i e ŋ$,default
Lyngngam-44_tofear-1,,Lyngngam,44_tofear,tieŋ dait,tieŋ dait,t i e ŋ + d a i t,,Nagaraja2013,44_tofear_a,False,^t i e ŋ + d a i t$,default
PnarJaintia-44_tofear-1,,PnarJaintia,44_tofear,teʲɲ,teʲɲ,t ei̯ ɲ,,Nagaraja2013,44_tofear_a,False,^t eʲ ɲ$,default
WarLamin-44_tofear-1,,WarLamin,44_tofear,ktɪәŋ,ktɪәŋ,k t ɪ ə ŋ,,Nagaraja2013,44_tofear_a,False,^k t ɪ ә ŋ$,default
Palaung-44_tofear-1,,Palaung,44_tofear,jɔ,jɔ,j ɔ,,Nagaraja2013,44_tofear_b,False,^j ɔ$,default
Khmu-44_tofear-1,,Khmu,44_tofear,hŋkɨər,hŋkɨər,h ŋ k ɨ ə r,,Nagaraja2013,44_tofear_c,False,^h ŋ k ɨ ə r$,default
Khasi-45_feather-1,,Khasi,45_feather,sner,sner,s e r,,Nagaraja2013,45_feather_a,False,^s n e r$,default
Lyngngam-45_feather-1,,Lyngngam,45_feather,snir,snir,s i r,,Nagaraja2013,45_feather_a,False,^s n i r$,default
PnarJaintia-45_feather-1,,PnarJaintia,45_feather,tʰawanɛr,tʰawanɛr,tʰ a w a ɛ r,,Nagaraja2013,45_feather_a,False,^tʰ a w a n ɛ r$,default
WarLamin-45_feather-1,,WarLamin,45_feather,θәbәnɪar,θәbәnɪar,θ ə b ə ɪ a r,,Nagaraja2013,45_feather_a,False,^θ ә b ә n ɪ a r$,default
Khmu-45_feather-1,,Khmu,45_feather,khuːl,khuːl,kʰ uː l,,Nagaraja2013,45_feather_b,False,^kh uː l$,default
Khasi-46_few-1,,Khasi,46_few,kʰɨn-diat,kʰɨn-diat,kʰ ɨ + d i a t,,Nagaraja2013,46_few_a,False,^kʰ ɨ n - d i a t$,default
Lyngngam-46_few-1,,Lyngngam,46_few,tah-diat,tah-diat,t a h + d i a t,,Nagaraja2013,46_few_a,False,^t a h - d i a t$,default
PnarJaintia-46_few-1,,PnarJaintia,46_few,kʰadʒʲak,kʰadʒʲak,kʰ a dʒʲ a k,,Nagaraja2013,46_few_b,False,^kʰ a dʒʲ a k$,default
Palaung-46_few-1,,Palaung,46_few,bre,bre,b r e,,Nagaraja2013,46_few_c,False,^b r e$,default
Khmu-46_few-1,,Khmu,46_few,laːŋ,laːŋ,l aː ŋ,,Nagaraja2013,46_few_d,False,^l aː ŋ$,default
Khasi-47_tofight-1,,Khasi,47_tofight,jaʃoʔ / jadat,jaʃoʔ,j a ʃ o ʔ,,Nagaraja2013,47_tofight_a,False,^j a ʃ o ʔ$,default
Khasi-47_tofight-2,,Khasi,47_tofight,jaʃoʔ / jadat,jadat,j a d a t,,Nagaraja2013,47_tofight_a,False,^j a d a t$,default
Lyngngam-47_tofight-1,,Lyngngam,47_tofight,jamuʔ,jamuʔ,j a m u ʔ,,Nagaraja2013,47_tofight_b,False,^j a m u ʔ$,default
PnarJaintia-47_tofight-1,,PnarJaintia,47_tofight,jatʃɔʔ,jatʃɔʔ,j a tʃ ɔ ʔ,,Nagaraja2013,47_tofight_a,False,^j a tʃ ɔ ʔ$,default
WarLamin-47_tofight-1,,WarLamin,47_tofight,jaʔ dat,jaʔ dat,j a ʔ + d a t,,Nagaraja2013,,True,^j a ʔ + d a t$,default
Palaung-47_tofight-1,,Palaung,47_tofight,taik,taik,t a i k,,Nagaraja2013,47_tofight_c,False,^t a i k$,default
Khmu-47_tofight-1,,Khmu,47_tofight,leːw,leːw,l eː w,,Nagaraja2013,47_tofight_d,False,^l eː w$,default
Khasi-48_fire-1,,Khasi,48_fire,diŋ,diŋ,d i ŋ,,Nagaraja2013,48_fire_a,False,^d i ŋ$,default
Lyngngam-48_fire-1,,Lyngngam,48_fire,ədoɲ,ədoɲ,ə d o ɲ,,Nagaraja2013,48_fire_a,False,^ə d o ɲ$,default
PnarJaintia-48_fire-1,,PnarJaintia,48_fire,diɲ,diɲ,d i ɲ,,Nagaraja2013,48_fire_a,False,^d i ɲ$,default
WarLamin-48_fire-1,,WarLamin,48_fire,ʃmen,ʃmen,ʃ m e n,,Nagaraja2013,48_fire_b,False,^ʃ m e n$,default
Palaung-48_fire-1,,Palaung,48_fire,ŋər,ŋər,ŋ ə r,,Nagaraja2013,48_fire_c,False,^ŋ ə r$,default
Khmu-48_fire-1,,Khmu,48_fire,pʰrɨə,pʰrɨə,pʰ r ɨ ə,,Nagaraja2013,48_fire_d,False,^pʰ r ɨ ə$,default
Khasi-49_fish-1,,Khasi,49_fish,doʔkʰa,doʔkʰa,d o ʔ kʰ a,,Nagaraja2013,49_fish_a,False,^d o ʔ kʰ a$,default
Lyngngam-49_fish-1,,Lyngngam,49_fish,kʰa,kʰa,kʰ a,,Nagaraja2013,49_fish_a,False,^kʰ a$,default
PnarJaintia-49_fish-1,,PnarJaintia,49_fish,dakʰa,dakʰa,d a kʰ a,,Nagaraja2013,49_fish_a,False,^d a kʰ a$,default
WarLamin-49_fish-1,,WarLamin,49_fish,hi,hi,h i,,Nagaraja2013,49_fish_a,False,^h i$,default
Palaung-49_fish-1,,Palaung,49_fish,ka,ka,k a,,Nagaraja2013,49_fish_a,False,^k a$,default
Khmu-49_fish-1,,Khmu,49_fish,kaʔ,kaʔ,k a ʔ,,Nagaraja2013,49_fish_a,False,^k a ʔ$,default
Khasi-50_five-1,,Khasi,50_five,san,san,s a n,,Nagaraja2013,50_five_a,False,^s a n$,default
Lyngngam-50_five-1,,Lyngngam,50_five,san,san,s a n,,Nagaraja2013,50_five_a,False,^s a n$,default
PnarJaintia-50_five-1,,PnarJaintia,50_five,san,san,s a n,,Nagaraja2013,50_five_a,False,^s a n$,default
WarLamin-50_five-1,,WarLamin,50_five,ran,ran,r a n,,Nagaraja2013,50_five_a,False,^r a n$,default
Palaung-50_five-1,,Palaung,50_five,pʰən,pʰən,pʰ ə n,,Nagaraja2013,50_five_a,False,^pʰ ə n$,default
Khmu-50_five-1,,Khmu,50_five,haː,haː,h aː,,Nagaraja2013,,True,^h aː$,default
Khasi-51_tofloat-1,,Khasi,51_tofloat,per,per,p e r,,Nagaraja2013,51_tofloat_a,False,^p e r$,default
Lyngngam-51_tofloat-1,,Lyngngam,51_tofloat,raŋ,raŋ,r a ŋ,,Nagaraja2013,51_tofloat_b,False,^r a ŋ$,default
PnarJaintia-51_tofloat-1,,PnarJaintia,51_tofloat,pɛr,pɛr,p ɛ r,,Nagaraja2013,51_tofloat_a,False,^p ɛ r$,default
WarLamin-51_tofloat-1,,WarLamin,51_tofloat,sper,sper,s p e r,,Nagaraja2013,51_tofloat_a,False,^s p e r$,default
Palaung-51_tofloat-1,,Palaung,51_tofloat,plɯr,plɯr,p l ɯ r,,Nagaraja2013,51_tofloat_c,False,^p l ɯ r$,default
Khmu-51_tofloat-1,,Khmu,51_tofloat,hrloːj,hrloːj,h r l oː j,,Nagaraja2013,51_tofloat_d,False,^h r l oː j$,default
Khasi-52_toflow-1,,Khasi,52_toflow,tuːʲd,tuːʲd,t uːi̯ d,,Nagaraja2013,52_toflow_a,False,^t uːʲ d$,default
Lyngngam-52_toflow-1,,Lyngngam,52_toflow,sɨn-toːʲd,sɨn-toːʲd,s ɨ + t oːi̯ d,,Nagaraja2013,52_toflow_a,False,^s ɨ n - t oːʲ d$,default
PnarJaintia-52_toflow-1,,PnarJaintia,52_toflow,toːʲd,toːʲd,t oːi̯ d,,Nagaraja2013,52_toflow_a,False,^t oːʲ d$,default
WarLamin-52_toflow-1,,WarLamin,52_toflow,pɒr,pɒr,p ɒ r,,Nagaraja2013,52_toflow_b,False,^p ɒ r$,default
Palaung-52_toflow-1,,Palaung,52_toflow,hlaj,hlaj,h l ai̯,,Nagaraja2013,52_toflow_c,False,^h l aj $,default
Khmu-52_toflow-1,,Khmu,52_toflow,kɔːr,kɔːr,k ɔː r,,Nagaraja2013,52_toflow_d,False,^k ɔː r$,default
Khasi-53_flower-1,,Khasi,53_flower,sɨntiew,sɨntiew,s ɨ t i e w,,Nagaraja2013,53_flower_a,False,^s ɨ n t i e w$,default
Lyngngam-53_flower-1,,Lyngngam,53_flower,sɨntew,sɨntew,s ɨ t e w,,Nagaraja2013,53_flower_a,False,^s ɨ n t e w$,default
PnarJaintia-53_flower-1,,PnarJaintia,53_flower,sn̩tu,sn̩tu,s n̩ t u,,Nagaraja2013,53_flower_a,False,^s n̩ t u$,default
WarLamin-53_flower-1,,WarLamin,53_flower,khlʊə,khlʊə,kʰ l ʊ ə,,Nagaraja2013,53_flower_b,False,^kh l ʊ ə$,default
Palaung-53_flower-1,,Palaung,53_flower,poh,poh,p o h,,Nagaraja2013,53_flower_c,False,^p o h$,default
Khmu-53_flower-1,,Khmu,53_flower,raːŋ,raːŋ,r aː ŋ,,Nagaraja2013,53_flower_d,False,^r aː ŋ$,default
Khasi-54_tofly-1,,Khasi,54_tofly,her,her,h e r,,Nagaraja2013,54_tofly_a,False,^h e r$,default
Lyngngam-54_tofly-1,,Lyngngam,54_tofly,kɨndej,kɨndej,k ɨ d ei̯,,Nagaraja2013,54_tofly_b,False,^k ɨ n d ej $,default
PnarJaintia-54_tofly-1,,PnarJaintia,54_tofly,pn̩hɛr,pn̩hɛr,p n̩ h ɛ r,,Nagaraja2013,54_tofly_a,False,^p n̩h ɛ r$,default
WarLamin-54_tofly-1,,WarLamin,54_tofly,pɪar,pɪar,p ɪ a r,,Nagaraja2013,54_tofly_c,False,^p ɪ a r$,default
Palaung-54_tofly-1,,Palaung,54_tofly,pər,pər,p ə r,,Nagaraja2013,54_tofly_c,False,^p ə r$,default
Khmu-54_tofly-1,,Khmu,54_tofly,tɨːr,tɨːr,t ɨː r,,Nagaraja2013,54_tofly_e,False,^t ɨː r$,default
Khasi-55_fog-1,,Khasi,55_fog,dum-lʔoʔ,dum-lʔoʔ,d u m + l ʔ o ʔ,,Nagaraja2013,55_fog_a,False,^d u m - l ʔ o ʔ$,default
Lyngngam-55_fog-1,,Lyngngam,55_fog,nioŋ nia,nioŋ nia,n i o ŋ + i a,,Nagaraja2013,55_fog_b,False,^n i o ŋ + n i a$,default
PnarJaintia-55_fog-1,,PnarJaintia,55_fog,lʔɔʔ kʰn̩daw,lʔɔʔ kʰn̩daw,l ʔ ɔ ʔ + kʰ n̩ d a w,,Nagaraja2013,55_fog_c,False,^l ʔ ɔ ʔ + kʰ n̩ d a w$,default
WarLamin-55_fog-1,,WarLamin,55_fog,dʊm,dʊm,d ʊ m,,Nagaraja2013,55_fog_a,False,^d ʊ m$,default
Palaung-55_fog-1,,Palaung,55_fog,aj,aj,a j,,Nagaraja2013,55_fog_d,False,^a j$,default
Khmu-55_fog-1,,Khmu,55_fog,ʔom hmpuːt,ʔom hmpuːt,ʔ o m + h m p uː t,,Nagaraja2013,55_fog_e,False,^ʔ o m + h m p uː t$,default
Khasi-56_foot-1,,Khasi,56_foot,kɟat,kɟat,k ɟ a t,,Nagaraja2013,56_foot_a,False,^k ɟ a t$,default
Lyngngam-56_foot-1,,Lyngngam,56_foot,kɟat,kɟat,k ɟ a t,,Nagaraja2013,56_foot_a,False,^k ɟ a t$,default
PnarJaintia-56_foot-1,,PnarJaintia,56_foot,kdʒat,kdʒat,k dʒ a t,,Nagaraja2013,56_foot_a,False,^k dʒ a t$,default
WarLamin-56_foot-1,,WarLamin,56_foot,nɪa,nɪa,n ɪ a,,Nagaraja2013,56_foot_b,False,^n ɪ a$,default
Palaung-56_foot-1,,Palaung,56_foot,ɟɯŋ,ɟɯŋ,ɟ ɯ ŋ,,Nagaraja2013,56_foot_c,False,^ɟ ɯ ŋ$,default
Khmu-56_foot-1,,Khmu,56_foot,ɟɨəŋ,ɟɨəŋ,ɟ ɨ ə ŋ,,Nagaraja2013,56_foot_c,False,^ɟ ɨ ə ŋ$,default
Khasi-57_four-1,,Khasi,57_four,saw,saw,s a w,,Nagaraja2013,57_four_a,False,^s a w$,default
Lyngngam-57_four-1,,Lyngngam,57_four,saw,saw,s a w,,Nagaraja2013,57_four_a,False,^s a w$,default
PnarJaintia-57_four-1,,PnarJaintia,57_four,so,so,s o,,Nagaraja2013,57_four_a,False,^s o$,default
WarLamin-57_four-1,,WarLamin,57_four,rɪa,rɪa,r ɪ a,,Nagaraja2013,57_four_a,False,^r ɪ a$,default
Palaung-57_four-1,,Palaung,57_four,pʰon,pʰon,pʰ o n,,Nagaraja2013,57_four_b,False,^pʰ o n$,default
Khmu-57_four-1,,Khmu,57_four,puːl,puːl,p uː l,,Nagaraja2013,57_four_c,False,^p uː l$,default
Khasi-58_freeze-1,,Khasi,58_freeze,ʃoʔ tʰaʔ,ʃoʔ tʰaʔ,ʃ o ʔ + tʰ a ʔ,,Nagaraja2013,58_freeze_a,False,^ʃ o ʔ + tʰ a ʔ$,default
Lyngngam-58_freeze-1,,Lyngngam,58_freeze,tɨŋŋam / bɨnsier,tɨŋŋam,t ɨ ŋː a m,,Nagaraja2013,58_freeze_b,False,^t ɨ ŋŋ a m$,default
Lyngngam-58_freeze-2,,Lyngngam,58_freeze,tɨŋŋam / bɨnsier,bɨnsier,b ɨ n s i e r,,Nagaraja2013,58_freeze_b,False,^b ɨ ns i e r$,default
PnarJaintia-58_freeze-1,,PnarJaintia,58_freeze,tʰaʔ,tʰaʔ,tʰ a ʔ,,Nagaraja2013,58_freeze_a,False,^tʰ a ʔ$,default
WarLamin-58_freeze-1,,WarLamin,58_freeze,tʰaʔ,tʰaʔ,tʰ a ʔ,,Nagaraja2013,58_freeze_a,False,^tʰ a ʔ$,default
Palaung-58_freeze-1,,Palaung,58_freeze,krɔʔ,krɔʔ,k r ɔ ʔ,,Nagaraja2013,58_freeze_c,False,^k r ɔ ʔ$,default
Khasi-59_fruit-1,,Khasi,59_fruit,soʔ,soʔ,s o ʔ,,Nagaraja2013,59_fruit_a,False,^s o ʔ$,default
Lyngngam-59_fruit-1,,Lyngngam,59_fruit,suʔ,suʔ,s u ʔ,,Nagaraja2013,59_fruit_a,False,^s u ʔ$,default
PnarJaintia-59_fruit-1,,PnarJaintia,59_fruit,sɔʔ,sɔʔ,s ɔ ʔ,,Nagaraja2013,59_fruit_a,False,^s ɔ ʔ$,default
WarLamin-59_fruit-1,,WarLamin,59_fruit,sɒʔ,sɒʔ,s ɒ ʔ,,Nagaraja2013,59_fruit_a,False,^s ɒ ʔ$,default
Palaung-59_fruit-1,,Palaung,59_fruit,ple,ple,p l e,,Nagaraja2013,59_fruit_b,False,^p l e$,default
Khmu-59_fruit-1,,Khmu,59_fruit,pleʔ,pleʔ,p l e ʔ,,Nagaraja2013,59_fruit_b,False,^p l e ʔ$,default
Khasi-60_give-1,,Khasi,60_give,aj,aj,a j,,Nagaraja2013,60_give_a,False,^a j$,default
Lyngngam-60_give-1,,Lyngngam,60_give,ɨnnaj,ɨnnaj,ɨ nː ai̯,,Nagaraja2013,60_give_a,False,^ɨ nn aj $,default
PnarJaintia-60_give-1,,PnarJaintia,60_give,e,e,e,,Nagaraja2013,60_give_a,False,^e$,default
WarLamin-60_give-1,,WarLamin,60_give,ʔaː,ʔaː,ʔ aː,,Nagaraja2013,60_give_a,False,^ʔ aː$,default
Palaung-60_give-1,,Palaung,60_give,dɛh,dɛh,d ɛ h,,Nagaraja2013,60_give_b,False,^d ɛ h$,default
Khmu-60_give-1,,Khmu,60_give,ʔan,ʔan,ʔ a n,,Nagaraja2013,60_give_c,False,^ʔ a n$,default
