ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Maori-102_rat-1,,Maori,102_rat,kiore,kiore,k i o r e,,Biggs-85-2005,250,False,,
Maori-101_tofly-1,,Maori,101_tofly,rere,rere,r e r e,,Biggs-85-2005,205,False,,
Maori-100_wing-1,,Maori,100_wing,parirau,parirau,p a r i r a u,,Biggs-85-2005,1421,False,,
Maori-99_feather-1,,Maori,99_feather,huru-manu,huru-manu,h u r u + m a n u,,Biggs-85-2005,28,False,,
Maori-98_egg-1,,Maori,98_egg,hua manu,hua manu,h u a + m a n u,hua manu (arch.),Biggs-85-2005,950,False,,
Maori-98_egg-2,,Maori,98_egg,heeki,heeki,h eː k i,heeki (Eng.),Biggs-85-2005,1356,True,,
Maori-97_bird-1,,Maori,97_bird,manu,manu,m a n u,,Biggs-85-2005,14,False,,
Maori-96_dog-1,,Maori,96_dog,kurii,kurii,k u r iː,,Biggs-85-2005,1213,False,,
Maori-95_tofall-1,,Maori,95_tofall,makere,makere,m a k e r e,,Biggs-85-2005,144,False,,
Maori-94_tothrow-1,,Maori,94_tothrow,panga,panga,p a ŋ a,,Biggs-85-2005,1360,False,,
Maori-93_topoundbeat-1,,Maori,93_topoundbeat,tuki,tuki,t u k i,,Biggs-85-2005,532,False,,
Maori-92_toopenuncover-1,,Maori,92_toopenuncover,huaki,huaki,h u a k i,(<M),Biggs-85-2005,1335,False,,
Maori-91_tobuy-1,,Maori,91_tobuy,hoko,hoko,h o k o,,Biggs-85-2005,1228,False,,
Maori-90_todig-1,,Maori,90_todig,keri,keri,k e r i,,Biggs-85-2005,85,False,,
Maori-89_tohold-1,,Maori,89_tohold,pupuri,pupuri,p u + p u r i,,Biggs-85-2005,1361,False,,
Maori-88_tosqueeze-1,,Maori,88_tosqueeze,kotee,kotee,k o t eː,,Biggs-85-2005,1362,False,,
Maori-87_toswell-1,,Maori,87_toswell,puku,puku,p u k u,,Biggs-85-2005,596,False,,
Maori-86_togrow-1,,Maori,86_togrow,tupu,tupu,t u p u,,Biggs-85-2005,89,False,,
Maori-85_tochoose-1,,Maori,85_tochoose,whiri,firi,f i r i,,Biggs-85-2005,80,False,,
Maori-84_toplant-1,,Maori,84_toplant,too,too,t oː,,Biggs-85-2005,812,False,,
Maori-83_towork-1,,Maori,83_towork,mahi,mahi,m a h i,,Biggs-85-2005,1013,False,,
Maori-82_dullblunt-1,,Maori,82_dullblunt,puuhuki,puuhuki,p uː + h u k i,,Biggs-85-2005,454,False,,
Maori-81_sharp-1,,Maori,81_sharp,koi(koi),koi,k o i,,Biggs-85-2005,348,False,,
Maori-80_tosplit-1,,Maori,80_tosplit,waawaahi,waawaahi,w aː + w aː h i,,Biggs-85-2005,813,False,,
Maori-79_stickwood-1,,Maori,79_stickwood,raa|kau,raːkau,r aː + k a u,,Biggs-85-2005,69,False,,
Maori-78_tocuthack-1,,Maori,78_tocuthack,taa,taa,t aː,,Biggs-85-2005,83,False,,
Maori-77_toscratch-1,,Maori,77_toscratch,rakuraku,rakuraku,r a k u + r a k u,(<M),Biggs-85-2005,1411,False,,
Maori-76_tolivebealive-1,,Maori,76_tolivebealive,ora,ora,o r a,,Biggs-85-2005,1106,False,,
Maori-75_todiebedead-1,,Maori,75_todiebedead,mate,mate,m a t e,,Biggs-85-2005,84,False,,
Maori-74_tokill-1,,Maori,74_tokill,patu,patu,p a t u,,Biggs-85-2005,1409,False,,
Maori-73_tosteal-1,,Maori,73_tosteal,taahae,taahae,t aː + h a e,,Biggs-85-2005,1081,False,,
Maori-72_tohit-1,,Maori,72_tohit,patu,patu,p a t u,,Biggs-85-2005,1232,False,,
Maori-71_tostabpierce-1,,Maori,71_tostabpierce,oka,oka,o k a,,Biggs-85-2005,1185,False,,
Maori-70_toshoot-1,,Maori,70_toshoot,whana,fana,f a n a,,Biggs-85-2005,96,False,,
Maori-69_tohunt-1,,Maori,69_tohunt,whaiwhai,faifai,f a i + f a i,,Biggs-85-2005,1104,False,,
Maori-68_needle-1,,Maori,68_needle,ngira,ngira,ŋ i r a,(Eng.),Biggs-85-2005,399,True,,
Maori-67_tosew-1,,Maori,67_tosew,tui,tui,t u i,,Biggs-85-2005,316,False,,
Maori-66_totieupfasten-1,,Maori,66_totieupfasten,herehere,herehere,h e r e + h e r e,,Biggs-85-2005,868,False,,
Maori-65_rope-1,,Maori,65_rope,taura,taura,t a u r a,,Biggs-85-2005,1396,False,,
Maori-64_tosay-1,,Maori,64_tosay,koorero,koorero,k oː r e r o,,Biggs-85-2005,208,False,,
Maori-63_name-1,,Maori,63_name,ingoa,ingoa,i ŋ o a,,Biggs-85-2005,1096,False,,
Maori-62_thatchroof-1,,Maori,62_thatchroof,raurau,raurau,r a u + r a u,,Biggs-85-2005,1031,False,,
Maori-61_house-1,,Maori,61_house,whare,fare,f a r e,,Biggs-85-2005,342,False,,
Maori-60_father-1,,Maori,60_father,matua,matua,m a t u a,,Biggs-85-2005,27,False,,
Maori-59_mother-1,,Maori,59_mother,whaea,faea,f a e a,,Biggs-85-2005,1095,False,,
Maori-58_wife-1,,Maori,58_wife,wahine,wahine,w a + h i n e,,Biggs-85-2005,971,False,,
Maori-57_husband-1,,Maori,57_husband,taane,taane,t aː n e,,Biggs-85-2005,343,False,,
Maori-56_child-1,,Maori,56_child,tamaiti,tamaiti,t a m a + i t i,,Biggs-85-2005,1086,False,,
Maori-55_womanfemale-1,,Maori,55_womanfemale,wahine,wahine,w a + h i n e,,Biggs-85-2005,110,False,,
Maori-54_manmale-1,,Maori,54_manmale,taane,taane,t aː n e,,Biggs-85-2005,47,False,,
Maori-53_personhumanbeing-1,,Maori,53_personhumanbeing,tangata,tangata,t a ŋ a t a,,Biggs-85-2005,58,False,,
Maori-52_tostand-1,,Maori,52_tostand,tuu,tuu,t uː,,Biggs-85-2005,533,False,,
Maori-51_tosit-1,,Maori,51_tosit,noho,noho,n o h o,,Biggs-85-2005,404,False,,
Maori-50_todream-1,,Maori,50_todream,moemoeaa,moemoeaa,m o e + m o e + aː,,Biggs-85-2005,1230,False,,
Maori-49_toliedown-1,,Maori,49_toliedown,takoto,takoto,t a + k o t o,,Biggs-85-2005,1235,False,,
Maori-48_tosleep-1,,Maori,48_tosleep,moe,moe,m o e,,Biggs-85-2005,150,False,,
Maori-47_toyawn-1,,Maori,47_toyawn,haamama(mama),haamama,h aː + m a + m a,,Biggs-85-2005,479,False,,
Maori-46_tosee-1,,Maori,46_tosee,kite,kite,k i t e,,Biggs-85-2005,95,False,,
Maori-45_eye-1,,Maori,45_eye,mata,mata,m a t a,,Biggs-85-2005,24,False,,
Maori-44_tohear-1,,Maori,44_tohear,rongo,rongo,r o ŋ o,,Biggs-85-2005,90,False,,
Maori-43_ear-1,,Maori,43_ear,taringa,taringa,t a r i ŋ a,,Biggs-85-2005,22,False,,
Maori-42_tosuck-1,,Maori,42_tosuck,ngote,ngote,ŋ o t e,,Biggs-85-2005,1415,False,,
Maori-41_tobite-1,,Maori,41_tobite,ngau,ngau,ŋ a u,,Biggs-85-2005,1225,False,,
Maori-40_todrink-1,,Maori,40_todrink,inu,inu,i n u,,Biggs-85-2005,86,False,,
Maori-39_tocook-1,,Maori,39_tocook,tao,tao,t a o,,Biggs-85-2005,142,False,,
Maori-38_tochew-1,,Maori,38_tochew,katikati,katikati,k a t i + k a t i,,Biggs-85-2005,1425,False,,
Maori-37_toeat-1,,Maori,37_toeat,kai,kai,k a i,,Biggs-85-2005,87,False,,
Maori-36_tospit-1,,Maori,36_tospit,tuha,tuha,t u h a,,Biggs-85-2005,478,False,,
Maori-35_tovomit-1,,Maori,35_tovomit,ruaki,ruaki,r u a + k i,,Biggs-85-2005,1340,False,,
Maori-34_tocry-1,,Maori,34_tocry,tangi,tangi,t a ŋ i,,Biggs-85-2005,82,False,,
Maori-33_tolaugh-1,,Maori,33_tolaugh,kata,kata,k a t a,,Biggs-85-2005,1234,False,,
Maori-32_tongue-1,,Maori,32_tongue,arero,arero,a r e r o,,Biggs-85-2005,386,False,,
Maori-31_tooth-1,,Maori,31_tooth,niho,niho,n i h o,,Biggs-85-2005,101,False,,
Maori-30_mouth-1,,Maori,30_mouth,waha,waha,w a h a,,Biggs-85-2005,50,False,,
Maori-29_tosniffsmell-1,,Maori,29_tosniffsmell,hongi,hongi,h o ŋ i,,Biggs-85-2005,1412,False,,
Maori-28_tobreathe-1,,Maori,28_tobreathe,whakataa,fakataː,f a k a + h aː,,Biggs-85-2005,203,False,,
Maori-27_nose-1,,Maori,27_nose,ihu,ihu,i h u,,Biggs-85-2005,55,False,,
Maori-26_hair-1,,Maori,26_hair,makawe,makawe,m a k a w e,,Biggs-85-2005,1427,False,,
Maori-25_neck-1,,Maori,25_neck,ua,ua,u a,,Biggs-85-2005,458,False,,
Maori-24_head-1,,Maori,24_head,upoko,upoko,u + p o k o,,Biggs-85-2005,124,False,,
Maori-23_blood-1,,Maori,23_blood,toto,toto,t o t o,,Biggs-85-2005,807,False,,
Maori-22_tofear-1,,Maori,22_tofear,mataku,mataku,m a t a k u,,Biggs-85-2005,88,False,,
Maori-21_tothink-1,,Maori,21_tothink,whakaaro,fakaaro,f a k a + a r o,,Biggs-85-2005,1430,False,,
Maori-20_toknowbeknowledgeable-1,,Maori,20_toknowbeknowledgeable,moohio,moohio,m oː h i o,,Biggs-85-2005,989,False,,
Maori-19_shoulder-1,,Maori,19_shoulder,pakihiwi,pakihiwi,p a k i + h i w i,,Biggs-85-2005,1323,False,,
Maori-18_breast-1,,Maori,18_breast,uu,uu,uː,,Biggs-85-2005,16,False,,
Maori-17_liver-1,,Maori,17_liver,ate,ate,a t e,,Biggs-85-2005,45,False,,
Maori-16_intestines-1,,Maori,16_intestines,wheekau,feːkau,f eː + k a u,,Biggs-85-2005,244,False,,
Maori-15_bone-1,,Maori,15_bone,iwi,iwi,i w i,,Biggs-85-2005,987,False,,
Maori-14_belly-1,,Maori,14_belly,puku,puku,p u k u,,Biggs-85-2005,1433,False,,
Maori-13_back-1,,Maori,13_back,tuaraa,tuaraa,t u a + r aː,,Biggs-85-2005,188,False,,
Maori-12_skin-1,,Maori,12_skin,kiri,kiri,k i r i,,Biggs-85-2005,65,False,,
Maori-11_dust-1,,Maori,11_dust,puehu,puehu,p u + e h u,,Biggs-85-2005,21,False,,
Maori-10_dirty-1,,Maori,10_dirty,paru,paru,p a r u,,Biggs-85-2005,1212,False,,
Maori-9_toswim-1,,Maori,9_toswim,kauhoe,kauhoe,k a u + h o e,,Biggs-85-2005,969,False,,
Maori-8_toturn-1,,Maori,8_toturn,huri,huri,h u r i,,Biggs-85-2005,385,False,,
Maori-7_tocome-1,,Maori,7_tocome,haere mai,haere mai,h a e r e + m a i,,Biggs-85-2005,81,False,,
Maori-6_roadpath-1,,Maori,6_roadpath,ara,ara,a r a,,Biggs-85-2005,61,False,,
Maori-5_towalk-1,,Maori,5_towalk,haere-a-waewae,haere-a-waewae,h a e r e + a + w a e w a e,,Biggs-85-2005,1109,False,,
Maori-4_legfoot-1,,Maori,4_legfoot,waewae,waewae,w a e + w a e,Correction via Peter Keegan,Biggs-85-2005,44,False,,
Maori-3_right-1,,Maori,3_right,matau,matau,m a + t a u,,Biggs-85-2005,958,False,,
Maori-3_right-2,,Maori,3_right,katau,katau,k a + t a u,,Biggs-85-2005,958,False,,
Maori-2_left-1,,Maori,2_left,mauii,mauii,m a u iː,,Biggs-85-2005,43,False,,
Maori-1_hand-1,,Maori,1_hand,ringa(ringa),ringa,r i ŋ a,irregular medial C (see Pollex),Biggs-85-2005,36,False,,
Kapingamarangi-210_onethousand-1,,Kapingamarangi,210_onethousand,mana,mana,m a n a,Thousand (Lbr).(Source: Pollex),POLLEX,519,False,,
Kapingamarangi-209_onehundred-1,,Kapingamarangi,209_onehundred,lau,lau,l a u,Hundred (Lbr).(Source: Pollex),POLLEX,518,False,,
Kapingamarangi-206_ten-1,,Kapingamarangi,206_ten,matangahoru,matangahoru,m a t a ŋ a + h o r u,Ten.(Source: Pollex),POLLEX,946,False,,
Kapingamarangi-205_nine-1,,Kapingamarangi,205_nine,hiwa,hiwa,h i w a,Nine (Lbr)[>].(Source: Pollex),POLLEX,945,False,,
Kapingamarangi-204_eight-1,,Kapingamarangi,204_eight,walu,walu,w a l u,Pollex 06: Walu. :Eight (Lbr).,POLLEX,663,False,,
Kapingamarangi-203_seven-1,,Kapingamarangi,203_seven,hidu,hidu,h i d u,Seven (Lbr).(Source: Pollex),POLLEX,6,False,,
Kapingamarangi-201_five-1,,Kapingamarangi,201_five,lima,lima,l i m a,"Five, hand n (Ebt).(Source: Pollex 2006)",POLLEX,2,False,,
Kapingamarangi-200_four-1,,Kapingamarangi,200_four,haa,haa,h aː,Four (Lbr),POLLEX,3,False,,
Kapingamarangi-199_three-1,,Kapingamarangi,199_three,dolu,dolu,d o l u,Three (Lbr),POLLEX,8,False,,
Kapingamarangi-198_two-1,,Kapingamarangi,198_two,lua,lua,l u a,Two (Lbr),POLLEX,9,False,,
Kapingamarangi-197_one-1,,Kapingamarangi,197_one,dahi,dahi,d a h i,One (Lbr),POLLEX,335,False,,
Kapingamarangi-196_tocount-1,,Kapingamarangi,196_tocount,dau,dau,d a u,Count (Lbr),POLLEX,1330,False,,
Kapingamarangi-195_nonot-1,,Kapingamarangi,195_nonot,tee,tee,t eː,(Clk),POLLEX,301,False,,
Kapingamarangi-194_how-1,,Kapingamarangi,194_how,pehee,pehee,p e + h eː,How [<],POLLEX,194,True,,
Kapingamarangi-192_and-1,,Kapingamarangi,192_and,maangi,maangi,m aː ŋ i,"Pollex 06: Maa. :And, for.",POLLEX,520,False,,
Kapingamarangi-191_all-1,,Kapingamarangi,191_all,huo/godoo/,godoo,g o d oː,All (Lbr),POLLEX,293,False,,
Kapingamarangi-190_other-1,,Kapingamarangi,190_other,huai,huai,h u a i,,POLLEX,1437,False,,
Kapingamarangi-190_other-2,,Kapingamarangi,190_other,tei,tei,t e i,,POLLEX,1308,False,,
Kapingamarangi-189_who-1,,Kapingamarangi,189_who,ai,ai,a i,Who? (Lbr),POLLEX,106,False,,
Kapingamarangi-188_what-1,,Kapingamarangi,188_what,aha,aha,a h a,What? (Lbr),POLLEX,104,False,,
Kapingamarangi-187_they-1,,Kapingamarangi,187_they,tikaula,tikaula,t i k a u + l a,,POLLEX,1438,False,,
Kapingamarangi-186_you-1,,Kapingamarangi,186_you,goolua,goolua,g oː + l u a,"Second person dual pronoun, you (Lbr)",POLLEX,1477,False,,
Kapingamarangi-185_we-1,,Kapingamarangi,185_we,gida/dou,gida,g i + d a,First person plural exclusive marker (Lbr),POLLEX,103,False,,
Kapingamarangi-185_we-2,,Kapingamarangi,185_we,gida/ua,gida,g i + d a,First person dual exclusive marker (Lbr),POLLEX,103,False,,
Kapingamarangi-184_heshe-1,,Kapingamarangi,184_heshe,ia,ia,i a,"He, she (Lbr)",POLLEX,37,False,,
Kapingamarangi-183_thou-1,,Kapingamarangi,183_thou,goe,goe,g o e,"Second person singular, thou (Lbr)",POLLEX,76,False,,
Kapingamarangi-182_i-1,,Kapingamarangi,182_i,au,au,a u,"I, me (Lbr)",POLLEX,4,False,,
Kapingamarangi-181_where-1,,Kapingamarangi,181_where,hee,hee,h eː,Where,POLLEX,679,False,,
Kapingamarangi-180_far-1,,Kapingamarangi,180_far,mokoa,mokoa,m o k o a,,POLLEX,327,False,,
Kapingamarangi-179_near-1,,Kapingamarangi,179_near,hoho,hoho,h o + h o,,POLLEX,1439,False,,
Kapingamarangi-178_that-1,,Kapingamarangi,178_that,tera,tera,t e + r a,,POLLEX,1440,False,,
Kapingamarangi-177_this-1,,Kapingamarangi,177_this,tenei,tenei,t e + n e i,,POLLEX,1224,False,,
Kapingamarangi-176_below-1,,Kapingamarangi,176_below,rara,rara,r a r a,,POLLEX,1315,False,,
Kapingamarangi-175_above-1,,Kapingamarangi,175_above,nua,nua,n u a,,POLLEX,1446,False,,
Kapingamarangi-174_ininside-1,,Kapingamarangi,174_ininside,lodo,lodo,l o d o,"Inside, within (Lbr)",POLLEX,956,False,,
Kapingamarangi-173_at-1,,Kapingamarangi,173_at,i,i,i,At (preposed particle),POLLEX,11,False,,
Kapingamarangi-172_toclimb-1,,Kapingamarangi,172_toclimb,hiti,hiti,h i t i,"Climb from one height to another, as from tree to tree (Ebt)",POLLEX,1101,False,,
Kapingamarangi-169_year-1,,Kapingamarangi,169_year,tau,tau,t a u,"Season (Ebt),(Lbr)",POLLEX,112,False,,
Kapingamarangi-168_day-1,,Kapingamarangi,168_day,raani,raani,r aː n i,,POLLEX,1087,False,,
Kapingamarangi-168_day-2,,Kapingamarangi,168_day,aal,aal,l aː,,POLLEX,1307,False,,
Kapingamarangi-168_day-3,,Kapingamarangi,168_day,a,a,a,,POLLEX,1442,False,,
Kapingamarangi-167_night-1,,Kapingamarangi,167_night,boo,boo,b oː,Night (Lbr),POLLEX,54,False,,
Kapingamarangi-166_correcttrue-1,,Kapingamarangi,166_correcttrue,donu,donu,d o n u,"Correct, true, straight (Lbr)",POLLEX,1317,False,,
Kapingamarangi-165_badevil-1,,Kapingamarangi,165_badevil,huaaitu,huaaitu,h u aː + i t u,,POLLEX,1443,False,,
Kapingamarangi-164_good-1,,Kapingamarangi,164_good,humalia,humalia,h u + m a l i a,"Good, goodness (Lbr)",POLLEX,398,False,,
Kapingamarangi-163_new-1,,Kapingamarangi,163_new,hoou,hoou,h oː u,New (Lbr),POLLEX,53,False,,
Kapingamarangi-162_old-1,,Kapingamarangi,162_old,tuai,tuai,t u a i,"Old, slow, late (Ebt)",POLLEX,927,False,,
Kapingamarangi-161_shyashamed-1,,Kapingamarangi,161_shyashamed,hila/hila,hila,h i l a,"Bashful, shy, ashamed (Lbr)",POLLEX,673,False,,
Kapingamarangi-160_painfulsick-1,,Kapingamarangi,160_painfulsick,mhae,mhae,m h a e,"Hurt, sore",POLLEX,131,False,,
Kapingamarangi-159_wide-1,,Kapingamarangi,159_wide,balaha,balaha,b a l a h a,Width (Lbr),POLLEX,931,False,,
Kapingamarangi-158_narrow-1,,Kapingamarangi,158_narrow,huka,huka,h u k a,,POLLEX,1444,False,,
Kapingamarangi-157_thick-1,,Kapingamarangi,157_thick,maadolu,maadolu,m aː + d o l u,Thick (object) (Lbr),POLLEX,675,False,,
Kapingamarangi-156_thin-1,,Kapingamarangi,156_thin,rahirahi,rahirahi,r a h i + r a h i,,POLLEX,960,False,,
Kapingamarangi-155_long-1,,Kapingamarangi,155_long,l/loo/,loo,l oː,Long (Plural) (used only in compounds) (Lbr),POLLEX,245,False,,
Kapingamarangi-154_short-1,,Kapingamarangi,154_short,bodo,bodo,b o d o,"Small, diminutive (Lbr)",POLLEX,1397,False,,
Kapingamarangi-153_big-1,,Kapingamarangi,153_big,tamana,tamana,t a m a n a,,POLLEX,164,False,,
Kapingamarangi-152_small-1,,Kapingamarangi,152_small,bodo,bodo,b o d o,"Small, diminutive (Lbr)",POLLEX,136,False,,
Kapingamarangi-150_yellow-1,,Kapingamarangi,150_yellow,lau puke,lau puke,l a u + p u k e,,POLLEX,165,False,,
Kapingamarangi-149_red-1,,Kapingamarangi,149_red,mmee,mmee,m m eː,Reddish (Lbr),POLLEX,60,False,,
Kapingamarangi-148_white-1,,Kapingamarangi,148_white,kene,kene,k e n e,White,POLLEX,160,False,,
Kapingamarangi-147_black-1,,Kapingamarangi,147_black,uli,uli,u l i,Used in compounds and idioms (Lbr),POLLEX,1209,False,,
Kapingamarangi-146_ashes-1,,Kapingamarangi,146_ashes,lehu,lehu,l e h u,Ashes (Lbr),POLLEX,1183,False,,
Kapingamarangi-145_smoke-1,,Kapingamarangi,145_smoke,au/seahi,seahi,s e + a h i,Smoke,POLLEX,527,False,,
Kapingamarangi-144_toburn-1,,Kapingamarangi,144_toburn,dudu,dudu,d u + d u,Kindle fire or lantern (Lbr),POLLEX,1099,False,,
Kapingamarangi-144_toburn-2,,Kapingamarangi,144_toburn,tungi,tungi,t u ŋ i,Set light to (Ebt),POLLEX,1227,False,,
Kapingamarangi-143_fire-1,,Kapingamarangi,143_fire,ahi,ahi,a h i,Fire (Lbr),POLLEX,29,False,,
Kapingamarangi-142_heavy-1,,Kapingamarangi,142_heavy,daa/maha/,maha,m a h a,Heavy (Lbr),POLLEX,911,False,,
Kapingamarangi-141_wet-1,,Kapingamarangi,141_wet,thiu,thiu,tʰ i u,(Ebt). (t < *s frequent),POLLEX,216,False,,
Kapingamarangi-140_dry-1,,Kapingamarangi,140_dry,mango,mango,m a ŋ o,,POLLEX,19,False,,
Kapingamarangi-139_cold-1,,Kapingamarangi,139_cold,makariri,makariri,m a k a + r i r i,Cold,POLLEX,17,False,,
Kapingamarangi-138_warm-1,,Kapingamarangi,138_warm,mahana,mahana,m a + h a n a,"Warm, hot (Lbr)",POLLEX,102,False,,
Kapingamarangi-137_toblow-1,,Kapingamarangi,137_toblow,angi/angi,angi,a ŋ i,Windy (Lbr),POLLEX,1325,False,,
Kapingamarangi-136_wind-1,,Kapingamarangi,136_wind,madangi,madangi,m a d a ŋ i,Wind (Lbr),POLLEX,108,False,,
Kapingamarangi-135_lightning-1,,Kapingamarangi,135_lightning,ila,ila,i l a,Lightning (Lbr),POLLEX,523,False,,
Kapingamarangi-134_thunder-1,,Kapingamarangi,134_thunder,atili,atili,a + t i l i,Thunder (Lbr),POLLEX,349,False,,
Kapingamarangi-133_rain-1,,Kapingamarangi,133_rain,ua,ua,u a,Rain,POLLEX,59,False,,
Kapingamarangi-131_cloud-1,,Kapingamarangi,131_cloud,kororangi,kororangi,k o r o + r a ŋ i,,POLLEX,757,False,,
Kapingamarangi-130_star-1,,Kapingamarangi,130_star,heduu,heduu,h e d uː,Star (Lbr),POLLEX,68,False,,
Kapingamarangi-129_moon-1,,Kapingamarangi,129_moon,maahina,maahina,m aː + h i n a,"Bright, light of the moon (Lbr)",POLLEX,761,False,,
Kapingamarangi-128_sky-1,,Kapingamarangi,128_sky,langi,langi,l a ŋ i,Sky (Lbr),POLLEX,66,False,,
Kapingamarangi-127_woodsforest-1,,Kapingamarangi,127_woodsforest,wao,wao,w a o,WOODS (Ebt),POLLEX,360,False,,
Kapingamarangi-126_lake-1,,Kapingamarangi,126_lake,roto,roto,r o t o,Lagoon (Lbr),POLLEX,1091,False,,
Kapingamarangi-124_sea-1,,Kapingamarangi,124_sea,dai,dai,d a i,Lagoonward (Lbr),POLLEX,63,False,,
Kapingamarangi-124_sea-2,,Kapingamarangi,124_sea,moana,moana,m o a n a,Deep ocean,POLLEX,133,False,,
Kapingamarangi-123_toflow-1,,Kapingamarangi,123_toflow,hari,hari,h a r i,"Leak, trickle, shed, flow",POLLEX,595,False,,
Kapingamarangi-122_water-1,,Kapingamarangi,122_water,wai,wai,w a i,"Water (Ebt),(Lbr)",POLLEX,536,False,,
Kapingamarangi-121_sand-1,,Kapingamarangi,121_sand,one/one,one,o n e,Sand,POLLEX,62,False,,
Kapingamarangi-120_stone-1,,Kapingamarangi,120_stone,hadu,hadu,h a d u,"Stone, rock (Lbr)",POLLEX,70,False,,
Kapingamarangi-119_earthsoil-1,,Kapingamarangi,119_earthsoil,gele,gele,g e l e,Sand (in compounds only) (Lbr),POLLEX,121,False,,
Kapingamarangi-117_fruit-1,,Kapingamarangi,117_fruit,hua,hua,h u a,Fruit of; intestine of tridacna,POLLEX,33,False,,
Kapingamarangi-116_flower-1,,Kapingamarangi,116_flower,akai,akai,a k a i,,POLLEX,760,False,,
Kapingamarangi-115_root-1,,Kapingamarangi,115_root,aga,aga,a g a,Root of tree or plant (Lbr),POLLEX,525,False,,
Kapingamarangi-114_leaf-1,,Kapingamarangi,114_leaf,rou,rou,r o u,Leaf (Ebt),POLLEX,42,False,,
Kapingamarangi-113_branch-1,,Kapingamarangi,113_branch,rakau,rakau,r a + k a u,"Tree, stick, cross, (Plumeria rubra) (Ebt)",POLLEX,15,False,,
Kapingamarangi-112_rotten-1,,Kapingamarangi,112_rotten,bobo,bobo,b o + b o,"Rotten, decayed, old (Lbr)",POLLEX,347,False,,
Kapingamarangi-111_fish-1,,Kapingamarangi,111_fish,iga,iga,i g a,Fish (Lbr),POLLEX,30,False,,
Kapingamarangi-110_spider-1,,Kapingamarangi,110_spider,lewelewe/ina,lewelewe,l e w e + l e w e,"Cobweb, spider (Lbr)",POLLEX,67,False,,
Kapingamarangi-109_mosquito-1,,Kapingamarangi,109_mosquito,lamu,lamu,l a m u,"Flies, mosquitoes (Lbr)",POLLEX,48,False,,
Kapingamarangi-108_louse-1,,Kapingamarangi,108_louse,gudu,gudu,g u d u,Head louse (Lbr),POLLEX,46,False,,
Kapingamarangi-107_wormearthworm-1,,Kapingamarangi,107_wormearthworm,patupatu,patupatu,p a t u + p a t u,,POLLEX,169,False,,
Kapingamarangi-105_tail-1,,Kapingamarangi,105_tail,huku,huku,h u k u,,POLLEX,332,False,,
Kapingamarangi-104_fatgrease-1,,Kapingamarangi,104_fatgrease,kiris,kiris,k i r i s,Loan - English 'Grease',POLLEX,170,True,,
Kapingamarangi-103_meatflesh-1,,Kapingamarangi,103_meatflesh,kano,kano,k a n o,"Meat, penis (Ebt)",POLLEX,344,False,,
Kapingamarangi-101_tofly-1,,Kapingamarangi,101_tofly,maangi,maangi,m aː ŋ i,"Pollex 06: Maangi. :Fly, flap, as wings.",POLLEX,1196,False,,
Kapingamarangi-100_wing-1,,Kapingamarangi,100_wing,bakau manu,bakau manu,b a + k a u + m a n u,Wing of a bird; shoulder,POLLEX,109,False,,
Kapingamarangi-99_feather-1,,Kapingamarangi,99_feather,ngahuru,ngahuru,ŋ a + h u r u,,POLLEX,28,False,,
Kapingamarangi-98_egg-1,,Kapingamarangi,98_egg,ngoko,ngoko,ŋ o k o,Pollex 06: Ngoko. :Egg (Ebt).,POLLEX,745,False,,
Kapingamarangi-97_bird-1,,Kapingamarangi,97_bird,manu,manu,m a n u,Bird,POLLEX,14,False,,
Kapingamarangi-96_dog-1,,Kapingamarangi,96_dog,(ti)pana,pana,p a n a,,POLLEX,171,False,,
Kapingamarangi-95_tofall-1,,Kapingamarangi,95_tofall,hinga,hinga,h i ŋ a,"Fall aside, collapse (Lbr)",POLLEX,882,False,,
Kapingamarangi-94_tothrow-1,,Kapingamarangi,94_tothrow,dili,dili,d i l i,"Cast, throw, fish with casting net (Lbr)",POLLEX,1417,False,,
Kapingamarangi-94_tothrow-2,,Kapingamarangi,94_tothrow,maka,maka,m a k a,Throw,POLLEX,212,False,,
Kapingamarangi-93_topoundbeat-1,,Kapingamarangi,93_topoundbeat,tugi,tugi,t u g i,"Pound, hit accidentally (Lbr)",POLLEX,532,False,,
Kapingamarangi-91_tobuy-1,,Kapingamarangi,91_tobuy,hui,hui,h u i,"Buy, sell, pay",POLLEX,1327,False,,
Kapingamarangi-90_todig-1,,Kapingamarangi,90_todig,geli,geli,g e l i,Dig v (Lbr),POLLEX,85,False,,
Kapingamarangi-89_tohold-1,,Kapingamarangi,89_tohold,tahi,tahi,t a h i,,POLLEX,1019,False,,
Kapingamarangi-88_tosqueeze-1,,Kapingamarangi,88_tosqueeze,hakapui,hakapui,h a k a + p u i,,POLLEX,1377,False,,
Kapingamarangi-87_toswell-1,,Kapingamarangi,87_toswell,haka/hura/ ki taha,ki,k i,Swell up,POLLEX,172,False,,
Kapingamarangi-85_tochoose-1,,Kapingamarangi,85_tochoose,hili,hili,h i l i,"Choose, select (Lbr)",POLLEX,80,False,,
Kapingamarangi-84_toplant-1,,Kapingamarangi,84_toplant,tanu,tanu,t a n u,"Pollex 06: Tanu. :Bury, plant (Ebt).",POLLEX,531,False,,
